ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Energy,Exhausted,Sleepy,Defecate,Urinate,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,FollowerActivity,FollowMovement,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A42,Mencuci dengan mesin cuci,1,1,0,0,1;0,-2;561.722,1;9,1;9,-2;1123.45,1.25;3,1.25;7,6.287;50.296,15;54,0;0;0.375,0:40,10:00,3,4.5,4,6,0,0,2.5,30|-4,-,-,-,0,-,A179,-,RBK01|NONE,-|-,65;L1|-,-|-,-|-,WMachine|-,-|-,Water:100;DirtyCloth:35|-,-,5,DirtyCloth,Room:0:1;DirtyCloth:5:0;CleanWetCloth:7:90;Water:0:-100;WM01:1:0.0395|-
A179,Mengeringkan pakaian,1,1,0,0,1;0,-2.3;561.722,1;9,1;9,-2.3;1348.14,1;3,0.25;7,6.287;50.296,15;54,0;0;0.25,0:15,10:40,0,4.5,4,4,0,0,2.5,7|-4,-,-,-,0,-,A43,-,RBK01|NONE,-|-,65;L1|-,-|-,-|-,WMachine|-,-|-,CleanWetCloth:35|-,-,9,CleanWetCloth,Room:0:1;WM01:1:0.055|-
A43,Menjemur pakaian,1,0,0,0,1;0,-2.3;561.722,1;9,1;9,-2.3;1348.14,1.25;3,0.25;7,6.287;50.296,15;54,0;0;0.25,0:15,11:00,3,4,4,4,0,0,2.5,7|-4,A179,-,-,0,-,-,-,RJM01|NONE,-|-,65;L1|-,-|-,-|-,-|-,-|-,CleanWetCloth:35|-,-,9,CleanWetCloth,Room:0:1;CleanWetCloth:5:0;CleanDryCloth:7:360|-
A56,Mengangkat jemuran,1,0,0,0,1;0,-2.3;561.722,1;9,1;9,-2.3;1348.14,0.25;3,0.25;7,6.287;50.296,15;54,0;0;0.25,0:15,11:00,3,4,4,4,0,0,2.5,7|-4,A42,-,-,0,-,-,-,RJM01|NONE,R1|-,65;L1|-,-|-,-|-,-|-,-|-,CleanWetCloth:35|-,-,9,CleanWetCloth,Room:0:1;CleanWetCloth:5:0;CleanDryCloth:7:360|-
A65,Menyetrika pakaian,1,0,0,0,1;0,-2;561.722,1;9,1.25;9,-2;1123.45,0.25;3,0.25;7,6.287;50.296,15;54,0;0;0.25,0:40,11:00,3,4.5,6,6,0,0,2.5,30|-4,-,-,-,0,-,-,-,RKJ01|NONE,-|-,80;L1|-,-|-,-|-,Iron|-,E2;L2|-,CleanDryCloth:10|-,-,9,CleanDryCloth,Room:0:1;CleanDryCloth:5:0;ReadyUseCloth:7:60|-
A160,Bersantai siang,2,0,0,0,0;1,-1;1497.932,1;8,1.5;2,-1;674.07,-1.75;1,0.25;3,6.287;50.296,30;36,0.25;-0.025;0.25,2:00,12:00,0,2,8,8,1,7.5,7.5,1|1,-,-,-,0,-,-,-,RKG01|RTM01,-|-,65;L1|65;L1,-|-,-|-,Chair|Sofa,E2|E2,-|-,-,1,Exhausted,Room:0:0.1|Room:0:0.1
A169,Mengisi ulang daya gadget siang,1,1,0,0,0;1,-1;561.722,1;9,1;9,-1;1572.83,1;5,0.25;5,6.287;50.296,30;54,0;0;0.125,2:00,12:00,0,3,6,6,0,0,5,1|1,-,-,-,0,-,-,-,RTU02|NONE,R1|-,65;L1|-,1|-,27|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
P40,Mencari agen03 bermain siang,2,0,0,0,0;1,-1;561.722,0.1;9,0;9,-1;1572.83,1;5,1;5,6.287;50.296,30;54,0.25;0;0.25,0:05,12:00,0,3,4,6,1,7.5,5,1|1,-,agen03,-,0,-,A180,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
A111,Mengisi ulang daya mainan agen03 1,1,1,0,0,1;0,-1;561.722,1;9,1;9,-1;1572.83,1;5,0.25;5,6.287;50.296,30;54,0;0;0.125,6:00,12:00,0,3,4,6,0,0,2.5,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,65;L1|-,1|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
P41,Mencari agen03 bermain sore,2,0,0,0,0;1,-1;561.722,0.1;9,0;9,-1;1572.83,1;5,1;5,6.287;50.296,30;54,0.25;0;0.25,0:05,15:00,0,3,4,6,1,7.5,5,1|1,-,agen03,-,0,-,A180,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
A51,Menonton TV siang,1,0,0,0,0;1,-1;1497.932,1;8,1.25;2,-1;1348.14,0.25;1,0.25;3,6.287;50.296,30;36,0.25;0;0.25,1:30,15:00,0,2.5,6,6,0,0,5,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,65;L1|-,-|-,-|-,Chair|-,E2|-,-|-,-,0,0,Room:0:0.1|-
A78,Mengoperasikan gadget1,1,0,0,0,0;1,-1.3;561.722,1;9,1.25;9,-1.3;1572.83,1.25;5,1.25;5,6.287;50.296,22.5;54,0.25;0;0.25,2:00,15:00,0,3.5,6,6,0,0,5,1|1,-,-,-,0,-,-,-,RKG01|RTU02,-|R1,65;L1|65;L1,-|-,27|27,Chair|Bed,E2|E2;R2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A58,Memasak air untuk mandi di sore hari,2,1,0,0,0;1,-2.5;561.722,1;9,1;9,-2.5;1572.83,0.25;5,0.25;5,6.287;50.296,15;54,0.25;0;0.25,0:15,17:00,0,5,8,8,1,7.5,7.5,1|1,-,-,-,0,S20-M,P20,-,RDP01|NONE,-|-,65;L1|-,1|-,-|-,Stove|-,D2|-,Gas:0|Water:5,-,1,Dirty,Room:0:0.1;Gas:11:-0.0048|Water:0:-5
P20,Menyiapkan air mandi sore,2,0,0,0,0;1,-1;561.722,0.1;9,0;9,-1;1572.83,0.25;5,0.25;5,6.287;50.296,30;54,0.25;0;0.25,0:05,17:05,0,5,8,8,1,7.5,7.5,1|1,A58,-,-,0,S20-C,B07,-,RKM01|NONE,CC|-,65;L1|-,1|-,-|-,-|-,R2;D2|-,Water:40|-,-,1,Dirty,Room:0:0.1;Water:0:-40;Water:6:-0.2|-
A57,Menghidupkan lampu luar rumah,1,0,0,0,0;1,-1;561.722,1;9,1;9,-1;1572.83,0.25;5,0.25;5,6.287;50.296,30;54,0;0;0.125,0:03,18:00,0,2,4,8,0,0,5,1|1,-,-,-,0,-,-,-,RTS01|NONE,R1|-,65;L1|-,-|-,-|-,-|-,-|-,-|-,-,7,-,Room:0:0.1|-
A67,Mengoperasikan gadget2,1,0,0,0,0;1,-1.3;561.722,1;9,1.25;9,-1.3;1572.83,1.25;5,1.25;5,6.287;50.296,22.5;54,0.25;0;0.25,2:00,19:00,0,3.5,6,6,0,0,5,1|1,-,-,-,0,-,-,-,RKG01|RTU02,-|R1,65;L1|65;L1,-|-,27|27,Chair|Bed,E2;L2|E2;R2;L2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A66,Menonton TV malam,1,0,0,0,0;1,-1;1497.932,1;8,1.25;2,-1;1348.14,0.25;1,0.25;3,6.287;50.296,30;36,0.25;0;0.25,1:30,20:00,0,2.5,6,6,0,0,5,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,65;L1|-,4|-,-|-,Chair|-,E2;L2|-,-|-,-,0,0,Room:0:0.1;TV01:1:0.029|-
A142,Bersantai malam,2,0,0,0,0;1,-1;1497.932,1;8,1.5;2,-1;674.07,-1.75;1,0.25;3,6.287;50.296,30;36,0.25;-0.025;0.25,2:00,21:00,0,2,8,8,1,7.5,7.5,1|1,-,-,-,0,-,-,-,RKG01|RTU02,-|R1,65;L1|65;L1,-|-,27|27,Chair|Bed,L2|R2;L2,-|-,-,1,Exhausted,Room:0:0.1|Room:0:0.1
A50,Mengoperasikan gadget3,1,0,0,0,0;1,-1.3;561.722,1;9,1.25;9,-1.3;1572.83,1.25;5,1.25;5,6.287;50.296,22.5;54,0.25;0;0.25,2:00,21:00,0,3.5,6,6,0,0,5,1|1,-,-,-,0,-,-,-,RKG01|RTU02,-|R1,65;L1|65;L1,-|-,27|27,Chair|Bed,E2;L2|E2;R2;L2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A141,Membaca malam,1,0,0,0,1;0,-1.3;1497.932,1;8,1.25;2,-1.3;674.07,0.25;1,1.25;3,6.287;50.296,22.5;36,0;0;0.375,1:00,22:00,3,4,6,6,1,7.5,2.5,30|-2,-,-,-,0,-,-,-,RTU02|NONE,R1|-,80;L1|-,2|-,27|-,Bed|-,E2;R2;L2|-,-|-,-,0,0,Room:0:0.1|-
A170,Mengisi ulang daya gadget malam,1,1,0,0,0;1,-1;561.722,1;9,1;9,-1;1572.83,1;5,0.25;5,6.287;50.296,30;54,0;0;0.125,2:00,23:00,0,2,6,6,0,0,5,1|1,-,-,-,0,-,-,-,RTU02|NONE,R1|-,65;L1|-,1|-,27|-,Bed|-,E2;R2;L2|-,-|-,-,0,0,Room:0:0.1|-
A35,Mengisi ulang daya mainan agen03 2,1,1,0,0,1;0,-1;561.722,1;9,1;9,-1;1572.83,1;5,0.25;5,6.287;50.296,30;54,0;0;0.125,6:00,23:00,0,3,4,6,0,0,2.5,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,65;L1|-,1|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1;CH01:1:0|-
A75,Berdandan setelah mandi,-1,0,0,0,0;1,-1;748.964,1;2,1;2,-1;1348.14,1;6,1;8,6.287;50.296,30;30,0;0;0.125,0:10,-,0,3,6,8,0,0,5,1|1,B07,-,-,0,S09-C,-,-,RTU02|NONE,R1|-,65;L1|-,1|1,27|-,Bed|-,R2|-,ReadyUseCloth:0|-,-,1,Dirty,Room:0:0.1;ReadyUseCloth:0:-1|-
A119,Mengambil Makan,3,0,0,1,0;1,-1;561.722,0.1;9,1;9,-1;1572.83,1;5,1;5,6.287;50.296,30;54,0;0;0.125,0:05,-,0,3,5,8,0,0,5,1|1,-,-,-,0,-,B02,-,RKG01|RDP02,-|-,65;L1|-,1|1,-|-,-|-,-|-,Food:2|-,-,1,Hunger,Room:0:0.1;Food:0:-2|-
B01,Bangun tidur,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0.025;0,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RTU02|NONE,R1|-,65;L1|-,1|1,27|-,Bed|-,R2|-,-|-,-,1,Sleepy,Room:0:0.1|-
B02,Makan,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0.025;0,0:15,-,0,0,0,0,0,0,0,1|1,A119,-,-,0,-,B03,-,RKG01|RTM01,-|-,65;L1|65;L1,1|1,-|-,Chair|Sofa,-|-,Food:1|-,-,1,Hunger,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05|-
B03,Minum,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RDP02|NONE,-|-,65;L1|-,1|1,-|-,-|-,-|-,DrinkWater:0|-,-,1,Thirst,Room:0:0.1;DirtyUtensil:0:0.5;DrinkWater:10:20|-
B04,Tidur,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,-,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,B01,-,RTU02|NONE,R1|-,65;L1|-,1|1,27|-,Bed|-,R2;E1|-,-|-,-,1,Sleepy,Room:0:0.1|-
B05,BAK,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM01|RKM02,CC|CC,65;L1|65;L1,1|1,-|-,Closet|Closet,R2;D2|R2;D2,Water:10|Water:10,-,1,Urinate,Room:0:0.1;Water:11:-0.095;Water:0:-10;Water:6:-0.25|Room:0:0.1;Water:0:-10;Water:6:-0.25
B06,BAB,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0:10,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM01|RKM02,CC|CC,65;L1|65;L1,1|1,-|-,Closet|Closet,R2;D2|R2;D2,Water:15|Water:15,-,1,Defecate,Room:0:0.1;Water:11:-0.095;Water:0:-15;Water:6:-0.25|Room:0:0.1;Water:0:-15;Water:6:-0.25
B07,Mandi,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0:15,-,0,0,0,0,0,0,0,1|1,P11;P20,-,-,0,S09-M,A75,-,RKM01|RKM02,CC|CC,65;L1|65;L1,1|1,-|-,Closet|Closet,R2;D2|R2;D2,Water:60|Water:60,-,1,Dirty,Room:0:0.1;Water:0:-60;Water:6:-0.25|Room:0:0.1;Water:0:-60;Water:6:-0.091
