ID,Description,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Energy,Exhausted,Sleepy,Defecate,Urinate,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,FollowerActivity,FollowMovement,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A158,Pergi makan pagi di luar rumah,1,0,1,1,1;0,-2.3;507.047,0.25;9,1.75;9,-2.3;1216.92,1.25;3,1;7,1.3098;50.296,15;54,0;-0.25;0.083,2:00,8:00,3,5,10,8,1.167,10,10,7|6;7,-,-,-,0,-,-,A124,RGS01|NONE,R1|-,-|-,-|-,-|-,-|-,-|-,-|-,-,1,Hunger,Room:0:0.1|-
A43,Menjemur pakaian,5,0,0,0,1;0,-1;1352.132,0.25;8,1.75;2,-1;1216.92,1;1,1;3,1.3098;50.296,30;36,0;0;0.083,0:20,9:00,0,4,10,10,1,10,10,7|6;7,-,-,-,0,-,-,-,RGS01|NONE,R1|-,20;L1|-,1.67|-,-|-,-|-,-|-,CleanWetCloth:0|-,-,5,CleanWetCloth,Room:0:1;CleanWetCloth:5:0;CleanDryCloth:7:360|-
A46,Menonton TV pagi,1,0,0,0,1;0,-2.3;1352.132,0.25;8,1.75;2,-2.3;811.28,1.5;1,1;3,1.3098;50.296,15;36,0.25;-0.25;0.083,2:00,9:00,0,2.5,10,6,0,0,5,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,20;L1|-,1.67|-,-|-,Sofa|-,E2|-,-|-,-,0,0,Room:0:01;TV01:1:0.509|-
A74,Mencuci piring dan alat masak pagi,5,0,0,0,1;0,-2.3;1183.115,1;8,1.75;2,-2.3;811.28,1.5;2,1;3,1.3098;50.296,15;48,0.25;-0.25;0.083,0:20,9:00,0,4.5,10,10,1,10,10,7|6;7,A122,-,-,0,-,-,-,RDP02|NONE,-|-,20;L1|-,5|-,-|-,Sink|-,D2|-,Water:0;DirtyUtensil:0|-,-,5,DirtyUtensil,Room:0:0.1;DirtyUtensil:5:0;Water:11:-0.055|-
P18,Mencari agen lain untuk belanja,5,0,0,0,1;0,-2;507.047,0;9,1.75;9,-2;1419.74,0;5,0;5,0;50.296,30;54,0;0;0.083,0:03,10:00,3,6.5,10,10,0,0,10,30|-2,-,agen01,A04,0,S29-C,P19,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,2,RawFood,Room:0:0.1|-
P19,Membawa agen lain untuk belanja,5,0,0,0,1;0,-2;507.047,0;9,1.75;9,-2;1419.74,0;5,0;5,0;50.296,30;54,0;0;0.083,0:03,10:00,3,6.5,10,10,0,0,10,30|-2,P18,agen01,P21,1,S29-C,A04,-,RGS01|NONE,R1|-,20;L1|-,-|-,-|-,-|-,R2|-,-|-,-,2,RawFood,Room:0:0.1|-
A04,Belanja,5,0,0,0,1;0,-2;507.047,0;9,1.75;9,-2;1419.74,0;5,0;5,0;50.296,30;54,0;0;0.083,3:00,10:00,3,6.5,10,10,0,0,10,30|-2,P19,agen01,A04,0,S29-M,-,-,RGS01|NONE,R1|-,20;L1|-,-|-,-|-,-|-,R2|-,RawFood:10|-,-,2,RawFood,Room:0:0.1;RawFood:0:50;Trash:0:1|-
P23,Mencari agen06 makan pagi,4,0,0,0,1;0,-2;507.047,0;9,1.75;9,-2;1419.74,0;5,0;5,0;50.296,30;54,0;0;0.083,0:03,10:00,0,3,10,10,1,10,10,1|1,-,agen06,-,0,S11-C,P24,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Hunger;6,4,Hunger;1.2,Room:0:0.1|-
P24,Membawa agen06 makan pagi,4,0,0,0,1;0,-2;507.047,0.25;9,1.75;9,-2;1419.74,1;5,1;5,0;50.296,30;54,0;0;0.083,0:03,10:03,0,3,10,10,1,10,10,1|1,P23,agen06,P14,1,S11-C,P25,-,RKG01|RKG02,-|-,20;L1|20;L1,-|-,-|-,Sofa|-,-|-,-|-,Hunger;6,4,Hunger;1.2,Room:0:0.1|-
P25,Mengambil Makan untuk agen06 pagi,4,0,0,0,1;0,-2.5;507.047,0.25;9,1.75;4,-2.5;608.46,1;2,1;2,1.3098;50.296,15;48,0.25;-0.25;0.083,0:03,10:06,0,3,10,10,1,10,10,1|1,P24,agen06,P15,0,S11-C,A32,-,RMK01|NONE,-|-,20;L1|-,-|-,-|-,RCooker|-,-|-,Food:2|-,Hunger;6,4,Hunger;1.2,Room:0:0.1;Food:0:-2|-
A32,Menyuapi agen06 makan pagi,4,0,0,0,1;0,-2.5;1183.115,0.25;8,1.75;4,-2.5;1216.92,1.5;2,1;2,1.3098;50.296,15;48,0.25;-0.5;0.083,0:20,10:09,0,6.5,10,10,1,10,10,1|1,P25,agen06,B02,0,S11-M,-,-,RKG01|RKG02,-|-,20;L1|20;L1,1.67|1.67,-|-,Sofa|-,-|-,-|-,Hunger;6,4,Hunger;1.2,Room:0:0.1;DirtyUtensil:0:1;Trash:0:1|Room:0:0.1;DirtyUtensil:0:1;Trash:0:1
A114,Menyiapkan adonan kue,5,0,0,0,0;1,-1;507.047,0;9,1.75;9,-1;1216.92,0;3,0;7,1.3098;50.296,30;54,0;0;0.083,0:20,11:00,0,5.5,10,10,1,10,10,7|-3,-,agen04,-,0,S25-C,A112,-,RDP02|NONE,-|-,20;L1|-,1.67|-,-|-,Mixer|-,E2|-,RawFood:20|-,-,6,-,Room:0:0.1;MX01:1:-0.16;DirtyUtensil:0:5;RawFood:0:-20;RawFood:0:15|-
