ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Defecate,Urinate,Energy,Exhausted,Sleepy,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A19,Mengepel Ruang Keluarga pagi,1,0,0,0,0;1,-3.5;662.372,1;9,1.25;9,3.908;31.264,7.5;54,-3.5;1589.7,1;3,1.25;7,0;0;0.515,0:08,7:38,0,5.5,6,8,1.6,7.5,7.5,7|-5,A11,-,S01-M,A20,-,RKG01|NONE,-|-,100;L1|-,5|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Water:0:-2|-
A20,Mengepel Ruang Tamu pagi,1,0,0,0,0;1,-3.5;662.372,1;9,1.25;9,3.908;31.264,7.5;54,-3.5;1589.7,1;3,1.25;7,0;0;0.515,0:06,7:46,0,5.5,6,8,1.6,7.5,7.5,7|-5,A12,-,S01-M,-,-,RTM01|NONE,-|-,100;L1|-,5|-,-|-,-|-,D2|-,-|-,-,8,-,Room:3:-0.5;Water:0:-2|-
P01,Mencari agen03 bangun pagi,2,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,7:00,0,3,10,10,1.4,10,10,1|1,-,agen03,S01-M,A25,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Sleepy;3,0,0,Room:0:0.1|-
A25,Membangunkan agen03 di pagi hari,2,0,0,0,0;1,-1;1545.54,1;8,1;4,3.908;31.264,30;48,-1;1589.7,1;2,1;2,0.025;-0.025;0.115,0:05,7:05,0,3,10,10,1.4,10,10,1|1,P01,agen03,S02-M,A26,-,RTU01|NONE,-|-,-|-,-|-,-|-,Bed|-,-|-,-|-,Sleepy;3,4,Sleepy;1,Room:0:0.1|-
A26,Membuat susu agen03 di pagi hari,1,0,0,0,0;1,-1;662.372,1;9,1;9,3.908;31.264,30;54,-1;1324.75,1;3,1;7,0;-0.025;0.115,0:10,7:00,0,5,8,8,1.4,10,10,1|1,A25,agen03,S03-M,P02,-,RDP02|NONE,-|-,100;L1|-,5|-,-|-,Stove|-,D2|-,Gas:0;DrinkWater:0.15|-,Thirsty;5,4,Thirsty;0.8,Room:0:0.1;Gas:1:-0.0048;DrinkWater:0:-0.15:|-
P02,Mencari agen03 minum susu pagi,1,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,7:10,0,3,8,8,1.4,10,10,1|1,A26,agen03,S03-C,-,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Thirsty;5,0,0,Room:0:0.1|-
P06,Mengambil sampah pagi,1,0,0,0,1;0,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,7:00,2,3,4,4,1.4,5,2.5,7|-3,-,-,S04-C,A27,-,RDP01|NONE,R1|-,100;L1|-,5|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
A27,Membuang sampah,1,0,0,0,1;0,-3;662.372,1;9,1.25;9,3.908;31.264,15;54,-3;1589.7,1;3,1;7,0;0;0.458,0:05,7:05,2,5.5,4,4,1.4,5,2.5,7|-3,P06,-,S04-M,-,-,RHD01|NONE,R1|-,100;L1|-,5|-,-|-,TrashCan|-,R2|-,Trash:0|-,-,5,Trash,Room:0:0.1;Trash:5:0|-
A29,Memasak air untuk mandi di pagi hari,1,1,0,0,0;1,-2.5;662.372,1;9,1;9,3.908;31.264,15;54,-2.5;1854.65,1;5,1;5,0;0;0.115,0:10,7:00,0,5,8,8,1,10,7.5,1|1,-,-,S05-M,P11,-,RDP01|RDP02,R1|-,100;L1|100;L1,5|5,-|-,Stove|-,D2|-,Gas:0;|Water:5,-,4,Dirty;1,Room:0:0.1;Gas:1:-0.0048|Water:6:-5
P11,Menyiapkan air mandi pagi,1,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,7:10,0,5,8,8,1,10,7.5,1|1,A29,-,S05-C,P03,-,RKM01|NONE,CC|-,100;L1|-,-|-,-|-,-|-,D2|-,Water:40|-,-,0,0,Room:0:0.1;Water:6:-40|-
P03,Mencari agen03 mandi pagi,1,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,7:15,0,3,8,8,1,7.5,7.5,7|6;7,P11,agen03,S05-C,P04,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Dirty;8,0,0,Room:0:0.1|-
P04,Membawa agen03 mandi pagi,1,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,7:20,0,3,8,8,1.4,7.5,7.5,7|6;7,P03,agen03,S05-C,A30,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Dirty;8,0,0,Room:0:0.1|-
A30,Memandikan agen03 pagi hari,1,0,0,0,0;1,-2.5;662.372,1;9,1;9,3.908;31.264,15;54,-2.5;1059.8,1;3,1;7,0;0;0.229,0:20,7:25,0,6.5,8,8,1.4,7.5,7.5,7|6;7,P04,agen03,S05-M,-,-,RKM01|NONE,CC|-,100;L1|-,2|-,-|-,-|-,R2;L2;D2|-,Water:5|-,Dirty;8,4,Dirty;0.5,Room:0:0.1;Water:6:-0.2|-
P05,Mencari agen03 bermain pagi,3,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,8:00,0,3,5,8,1,7.5,5,1|1,-,agen03,S06-C,A35,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,6,-,Room:0:0.1|-
A35,Bermain dengan agen03 di pagi hari,2,0,0,0,0;1,-2.5;1324.748,1;6,1.5;4,3.908;31.264,15;48,-2.5;794.85,1.25;2,1.5;2,0.05;-0.025;0.229,4:30,8:05,0,3,10,10,1,7.5,10,1|1,P05,agen03,S06-M,-,-,RTM01|RKG01,-|-,100;L1|100;L1,-|-,-|27,-|-,-|-,-|-,-,6,-,Room:0:0.5|Room:0:0.5
A24,Memasak makan pagi dengan kompor gas,1,0,0,0,0;1,-2.3;1545.54,1;8,1;4,3.908;31.264,15;48,-2.3;1589.7,1;2,1;2,0;0;0.229,0:25,9:00,0,6.5,4,6,1.2,10,7.5,30|-3,-,agen02;agen03;agen04;agen05,-,-,-,RDP01|RDP02,R1|-,100;L1|100;L1,5|5,-|-,Stove|Refrigerator,R2;D2|D2,Gas:0;Water:10|RawFood:5,Hunger;6,3,Hunger;0.8,Room:0:0.1;Gas:5:-0.0048;Water:0:-10;DirtyUtensil:0:0.75;Trash:0:0.2|Room:0:0.1;RawFood:0:-5;Food:0:5
A33,Bekerja di luar rumah,1,0,1,0,0;1,-2.3;1545.54,1.75;5,1.75;5,3.908;19.54,15;30,-2.3;1589.7,1.75;3,1.75;6,0;-0.025;0.115,9:00,9:00,0,6.5,8,10,1,10,10,7|1;2;3;4;5,-,-,-,-,-,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,0,0,Room:0:0.1|-
A41,Mencuci baju konvensional,1,0,0,0,1;0,-3.8;662.372,1;9,1;9,3.908;31.264,7.5;54,-3.8;1854.65,1.25;3,1.25;7,0;0;0.458,0:30,9:00,3,5,6,8,1,7.5,5,7|6;7,-,-,-,A43,A42,RDP01|NONE,CC|-,100;L1|-,2|-,-|-,-|-,R2;L2;D2|-,Water:150;DirtyCloth:35|-,-,5,Water;DirtyCloth,Room:0:1;DirtyCloth:5:0;CleanWetCloth:7:0;Water:6:-150|-
A42,Mencuci dengan mesin cuci,1,1,0,0,1;0,-2;662.372,1;9,1;9,3.908;31.264,15;54,-2;1324.75,1.25;3,1;7,0;0;0.458,1:30,9:00,0,4.5,6,8,1,7.5,5,1|1,-,-,-,-,A41,RBK01|NONE,CC|-,100;L1|-,2|-,-|-,WMachine|-,R2;L2|-,Water:100;DirtyCloth:35|-,-,5,Water;DirtyCloth,Room:0:1;DirtyCloth:5:0;CleanWetCloth:7:0;Water:6:-100|-
A43,Menjemur pakaian,3,0,0,0,1;0,-2.3;662.372,1;9,1;9,3.908;31.264,15;54,-2.3;1589.7,1;3,1.1;7,0;0;0.458,0:25,10:00,3,4,6,8,1.2,7.5,5,7|6;7,A41;A42,-,-,-,-,RDP01|NONE,CC|-,100;L1|-,2|-,-|-,-|-,R2|-,CleanWetCloth:35|-,-,9,CleanWetCloth,Room:0:1;CleanWetCloth:5:0;CleanDryCloth:7:360|-
A76,Membaca pagi,1,0,0,0,1;0,-1.3;1766.332,1;8,1.25;2,3.908;31.264,22.5;36,-1.3;794.85,1.25;1,1.25;3,0.025;0;0.573,1:30,10:00,3,4,8,8,1,5,2.5,7|1;2;3;4;5,-,-,-,-,-,RKJ01|NONE,-|-,100;L1|-,5|-,-|-,Sofa;Chair|-,L2|-,-|-,-,0,0,Room:0:0.1|-
A77,Bersantai pagi,1,0,0,0,1;0,-1;1766.332,1;8,1.5;2,3.908;31.264,30;36,-1;794.85,-1.75;1,1;3,0.025;0;0.229,3:00,10:00,0,2,8,6,1,5,2.5,7|6;7,-,-,-,-,-,RKG01|RTU01,-|R1,100;L1|100;L1,5|2,27|27,Sofa|Bed,L2|R2;L2;E2,-|-,-,1,Exhausted,Room:0:0.1|Room:0:0.1;Fan:1:0
A54,Pergi jalan ke sekitar rumah,1,0,1,0,1;0,-2.3;1545.54,1;5,1;5,3.908;19.54,15;30,-2.3;1589.7,1;3,1;6,0.025;0;0.458,0:20,12:00,3,5,4,4,0,0,2.5,7|6;7,-,agen02;agen03,-,-,-,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,0,0,-|-
A56,Mengangkat jemuran,1,0,0,0,1;0,-2.3;1766.332,1;8,1;2,3.908;31.264,15;36,-2.3;1059.8,1.1;1,1;3,0;0;0.458,0:10,14:00,3,4.5,6,8,1,7.5,5,7|6;7,A43,-,-,A157,-,RDP01|NONE,R1|-,100;L1|-,5|-,-|-,-|-,R2;L2|-,CleanDryCloth:35|-,-,9,CleanDryCloth,Room:0:1;CleanDryCloth:8:0|-
A157,Meletakan pakaian bersih,1,0,0,0,1;0,-2.3;1766.332,1;8,1;2,3.908;31.264,,-2.3;1059.8,1.1;1,1;3,0;0;0.458,0:10,14:00,3,4.5,6,8,1.2,7.5,5,7|6;7,A56,-,-,-,-,RKJ01|NONE,-|-,100;L1|-,5|-,-|-,-|-,L2|-,CleanDryCloth:35|-,-,9,CleanDryCloth,Room:0:1;CleanDryCloth2:8:0|-
A127,Ibadah di gereja,1,0,1,0,0;1,-2.3;1766.332,1;8,1.25;2,3.908;31.264,15;36,-2.3;794.85,1;1,1.25;3,0.025;-0.025;0.458,1:00,16:00,0,6,6,8,0,0,7.5,30|-2,-,-,-,-,-,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,0,0,-|-
A128,Ibadah di rumah,1,0,0,0,1;0,-2.3;1766.332,1;8,1.25;2,3.908;31.264,15;36,-2.3;794.85,1;1,1.25;3,-0.025;0;0.458,0:40,17:00,4,2.5,6,6,0,0,5,30|-2,-,-,-,-,-,RKJ01|NONE,-|-,100;L1|-,5|-,-|-,Sofa;Chair|-,L2|-,-|-,-,0,0,Room:0:0.1|-
A40,Membersihkan KM Lt. 2,1,0,0,0,1;0,-3.8;1766.332,1;8,1;3,3.908;31.264,7.5;60,-3.8;1589.7,1.25;3,1.25;3,0;0;0.458,0:25,17:00,3,5.5,6,6,1.2,5,2.5,30|-2,-,-,-,-,-,RKM04|NONE,CC|-,100;L1|-,2|-,-|-,Closet|-,R2;L2;D2|-,Water:0;Trash:0|-,-,8,-,Room:5:0;Trash:0:1;Water:6:-0.091|-
A45,Pergi memasukan laundry,1,0,1,0,0;1,-2.3;1545.54,1;5,1;5,3.908;19.54,15;30,-2.3;1589.7,1;3,1;6,0;0;0.458,0:20,17:00,3,5,8,8,1.2,7.5,7.5,7|6;7,-,-,-,-,A41;A42,RGS01|NONE,R1|-,100;L1|-,5|-,-|-,-|-,R2|-,DirtyCloth:50|-,-,9,CleanDryCloth2,Room:0:0.1;DirtyCloth:8:0|-
A61,Pergi mengambil laundry,1,0,1,0,0;1,-2.3;1545.54,1;9,1;5,3.908;19.54,15;30,-2.3;1589.7,1;3,1;6,0.025;0;0.458,0:20,17:00,3,5,8,8,1.2,7.5,5,7|6;7,-,-,-,A157,-,RGS01|NONE,R1|-,100;L1|-,5|-,-|-,-|-,R2|-,ReadyUseCloth:50|-,-,9,ReadyUseCloth,Room:0:0.1;ReadyUseCloth:9:0|-
P07,Mencari agen03 bermain malam,3,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,17:00,0,3,5,8,1,7.5,5,1|1,-,agen03,S07-C,A67,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,6,-,Room:0:0.1|-
A67,Bermain dengan agen03 di malam hari,2,0,0,0,0;1,-2.5;1324.748,1;6,1.5;4,3.908;31.264,15;48,-2.5;794.85,1.25;2,1.5;2,0.05;-0.025;0.229,4:30,17:05,0,3,10,10,1,7.5,5,1|1,P07,agen03,S07-M,-,-,RTM01|RKG01,-|-,100;L1|100;L1,-|-,-|27,-|-,-|-,-|-,-,6,-,Room:0:0.5|Room:0:0.5
A79,Menerima tamu,1,0,0,0,0;1,-1.3;1545.54,1;5,1.25;5,3.908;19.54,22.5;30,-1.3;1589.7,1;3,1;6,0;0;0.229,0:25,18:00,3,4.5,4,4,1,10,2.5,7|6;7,-,-,-,-,-,RTM01|NONE,R1|-,100;L1|-,5|-,-|-,Sofa;Chair|-,R2|-,-|-,-,0,0,Room:0:0.1|-
A62,Pergi membeli makan malam di luar rumah,1,0,1,0,0;1,-2.3;662.372,1;9,1;9,3.908;31.264,15;54,-2.3;794.85,1;3,1;7,0.025;-0.025;0.458,0:30,18:00,0,5,6,8,0,0,7.5,7|-3,A60,agen02;agen03;agen04;agen05,-,-,A63,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,Hunger;6,3,Hunger;0.8,Room:0:0.1;Food:0:5|-
A36,Pergi jalan ke luar rumah di akhir pekan,1,0,1,0,1;0,-2.3;1545.54,1;5,1;5,3.908;19.54,15;30,-2.3;1589.7,1.5;3,1.5;6,0.05;-0.025;0.515,3:00,18:00,3,5,8,8,1.2,7.5,5,7|6;7,-,agen02;agen03,-,-,-,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,6,-,Room:0:0.1|-
A78,Mengoperasikan gadget,2,0,0,0,1;0,-1.3;662.372,1;9,1.25;9,3.908;31.264,22.5;54,-1.3;1854.65,1.25;5,1.25;5,0.025;0;0.229,0:25,19:00,0,3.5,8,8,0,0,5,1|1,-,-,-,-,-,RTM01|RKJ01,-|-,100;L1|100;L1,5|5,-|-,Sofa;Chair|Sofa;Chair,L2|L2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A60,Memasak makan malam dengan rice cooker,1,1,0,0,1;0,-2;1545.54,1;8,1;4,3.908;31.264,22.5;48,-2;1589.7,1.15;2,1;2,0;0;0.515,1:30,19:00,0,6.5,8,8,1.6,7.5,7.5,1|1,-,agen02;agen03;agen04;agen05,-,-,-,RDP02|NONE,-|-,100;L1|-,5|-,-|-,RCooker|-,D2|-,RawFood:3;Water:5|-,Hunger;6,3,Hunger;0.8,Room:0:0.1;RawFood:0:-3;Water:0:-5;Food:4:5;DirtyUtensil:7:60;Rcooker:1:0.3179|-
A04,Belanja,1,0,1,0,1;0,-2.3;1545.54,1;8,1;2,3.908;31.264,15;48,-2.3;1059.8,1;2,1;3,0;0;0.573,0:05,19:00,3,6.5,6,6,1.2,7.5,7.5,30|-2,-,agen02;agen03,-,-,-,RTS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,RawFood:5|-,-,2,RawFood,Room:0:0.1;RawFood:0:25;Trash:0:0.1|-
A104,Membuat jus,1,0,0,0,0;1,-2;662.372,1;9,1;9,3.908;31.264,22.5;54,-2;1324.75,1.15;3,1.5;7,0.025;0;0.458,1:00,19:00,0,3,2,6,1.2,7.5,2.5,30|-2,-,-,-,-,-,RDP02|NONE,-|-,100;L1|-,5|-,-|-,Blender|-,L2;D2|-,Food:1;DrinkWater:0.2|-,-,1,Thirsty,Room:0:0.1;Blender:1:0;Food:0:-1;DrinkWater:0:-0.2|-
A63,Memasak makan malam dengan kompor gas,1,0,0,0,0;1,-2.5;1545.54,1;8,1.5;4,3.908;31.264,15;48,-2.5;1589.7,1;2,1;2,0;0;0.229,0:05,19:00,0,6.5,4,6,1.2,10,7.5,30|-3,A60,agen02;agen03;agen04;agen05,-,-,A62,RDP01|RDP02,R1|-,100;L1|100;L1,5|5,-|-,Stove|-,R2;D2|D2,Gas:0;Water:8:|RawFood:10,Hunger;6,3,Hunger;0.8,Room:0:0.1;Gas:1:-0.0048;Trash:0:0.2|Room:0:0.1;RawFood:0:-5;Food:0:5;Water:0:-8;Water;6;-0.043;DirtyUtensil:0:0.75
P08,Mencari agen03 makan malam,2,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:25,19:00,0,3,5,8,1.4,0,5,1|1,A62;A63,agen03,S08-C,P09,-,-,-|-,-,-|-,-|-,-|-,-|-,-|-,Hunger;8,4,Hunger;1,Room:0:0.1|-
P09,Membawa agen03 makan malam,2,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,19:05,0,3,5,8,1.4,0,5,1|1,P08,agen03,S08-C,P10,-,RKG01|NONE,-|-,100;L1|-,5|-,-|-,-|-,-|-,-|-,Hunger;8,0,Hunger;1,Room:0:0.1|-
P10,Mengambil makan agen03 malam,2,0,0,0,0;1,-1;662.372,0.1;9,0;9,3.908;31.264,30;54,-1;1854.65,1;5,1;5,0;0;0,0:05,19:10,0,3,5,8,1.4,0,5,1|1,P09,agen03,S08-C,A64,-,RDP02|NONE,-|-,100;L1|-,5|-,-|-,-|-,-|-,Food:1|-,Hunger;8,0,Hunger;1,Room:0:0.1;Food:0:-2|-
A64,Menyuapi agen03 makan malam,2,0,0,0,0;1,-2.5;662.372,1;9,1.25;4,3.908;31.264,15;48,-2.5;794.85,1;2,1;2,0;0;0.458,0:25,19:15,0,6.5,8,8,1.4,7.5,7.5,1|1,P10,agen03,S08-M,-,-,RKG01|NONE,-|-,100;L1|-,5|-,27|-,Sofa;Chair|-,-|-,-|-,Hunger;8,4,Hunger;1,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05;Fan:1:0|-
A66,Menonton TV malam,1,0,0,0,1;0,-1;1766.332,1;8,1.25;2,3.908;31.264,30;36,-1;1589.7,1;1,1;3,0.025;0;0.229,0:25,20:00,0,2.5,6,6,0,0,2.5,1|1,-,-,-,-,-,RKG01|NONE,-|-,100;L1|-,5|-,27|-,Sofa|-,L2;E2|-,-|-,-,0,0,Room:0:0.1;TV:1:0.029|-
A73,Membereskan mainan agen03,2,0,0,0,0;1,-2.3;662.372,1;9,1;9,3.908;31.264,15;54,-2.3;1854.65,1.25;5,1.25;5,-0.025;0.025;0.458,0:30,21:00,0,2.5,6,8,1.6,7.5,5,1|1,-,-,-,-,-,RKG01|RTU01,-|R1,100;L1|100;L1,5|2,27|-,-|-,-|R2,-|-,-,8,-,Room:5:0;Trash;0:0.5|Room:5:0;Trash;0:0.5
A130,Menyapu Ruang Tidur Utama 1 malam,1,0,0,0,0;1,-3.3;662.372,1;9,1.25;9,3.908;31.264,7.5;54,-3.3;1589.7,1;3,1.25;7,0;0;0.515,0:04,21:00,0,5.5,6,8,1.6,7.5,7.5,7|-5,-,-,S01-M,A131,-,RTU01|NONE,R1|-,100;L1|-,2|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A131,Menyapu Ruang Tidur Utama 2 malam,1,0,0,0,0;1,-3.3;662.372,1;9,1.25;9,3.908;31.264,7.5;54,-3.3;1589.7,1;3,1.25;7,0;0;0.515,0:05,21:04,0,5.5,6,8,1.6,7.5,7.5,7|-5,-,-,S01-M,A132,-,RTU02|NONE,R1|-,100;L1|-,2|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A132,Menyapu Dapur Bersih malam,1,0,0,0,0;1,-3.3;662.372,1;9,1.25;9,3.908;31.264,7.5;54,-3.3;1589.7,1;3,1.25;7,0;0;0.515,0:03,21:09,0,5.5,6,8,1.6,7.5,7.5,7|-5,-,-,S01-M,A133,-,RDP02|NONE,-|-,100;L1|-,5|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A133,Menyapu Ruang Keluarga malam,1,0,0,0,0;1,-3.3;662.372,1;9,1.25;9,3.908;31.264,7.5;54,-3.3;1589.7,1;3,1.25;7,0;0;0.515,0:08,21:12,0,5.5,6,8,1.6,7.5,7.5,7|-5,-,-,S01-M,A134,-,RKG01|NONE,-|-,100;L1|-,5|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A134,Menyapu Ruang Tamu malam,1,0,0,0,0;1,-3.3;662.372,1;9,1.25;9,3.908;31.264,7.5;54,-3.3;1589.7,1;3,1.25;7,0;0;0.515,0:06,21:20,0,5.5,6,8,1.6,7.5,7.5,7|-5,-,-,S01-M,A135,-,RTM01|NONE,-|-,100;L1|-,5|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
