ID,Description,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Energy,Exhausted,Sleepy,Defecate,Urinate,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,FollowerActivity,FollowMovement,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
P06,Mengambil sampah pagi,1,0,0,0,1;0,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:05,-,2,3,4,4,1.4,5,2.5,7|-3,-,-,-,0,S04-C,A27,-,RDP01|NONE,R1|-,65;L1|-,5|-,-|-,-|-,L2|-,-|-,-,0,0,Room:0:0.1|-
A27,Membuang sampah,1,0,0,0,1;0,-3;662.372,1;9,1.25;9,-3;1589.7,1;3,1;7,3.908;31.264,15;54,0;0;0.458,0:05,7:05,2,5.5,4,4,1.4,5,2.5,7|-3,P06,-,-,0,S04-M,-,-,RHD01|NONE,R1|-,65;L1|-,5|-,-|-,TrashCan|-,R2;L2|-,Trash:0|-,-,5,Trash,Room:0:0.1;Trash:5:0|-
A29,Memasak air untuk mandi di pagi hari,1,1,0,0,0;1,-2.5;662.372,1;9,1;9,-2.5;1854.65,1;5,1;5,3.908;31.264,15;54,0;0;0.115,0:10,7:00,0,3,8,8,1,10,7.5,1|1,-,-,-,0,S05-M,P11,-,RDP01|RDP02,R1|-,65;L1|65;L1,5|5,-|-,Stove|-,D2;L2|-,Gas:0|Water:5,-,4,Dirty;1,Room:0:0.1;Gas:11:-0.0048|Water:0:-5
P11,Menyiapkan air mandi pagi,1,0,0,0,0;0,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:05,-,0,5,8,8,1,10,7.5,1|1,A29,-,-,0,S05-C,P03,-,RKM01|NONE,CC|-,65;L1|-,-|-,-|-,-|-,D2|-,Water:40|-,-,0,0,Room:0:0.1;Water:0:-40;Water:6:-0.2|-
P03,Mencari agen03 mandi,1,0,0,0,0;0,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:05,-,0,3,8,8,1,7.5,7.5,7|6;7,P11,agen03,-,0,S05-C,P04,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Dirty;8,0,0,Room:0:0.1|-
P04,Membawa agen03 mandi,1,0,0,0,0;0,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:05,-,0,3,8,8,1.4,7.5,7.5,7|6;7,P03,agen03,P13,1,S05-C,A30,-,RKM02|NONE,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Dirty;8,0,0,Room:0:0.1|-
A30,Memandikan agen03,1,0,0,0,0;1,-2.5;662.372,1;9,1;9,-2.5;1059.8,1;3,1;7,3.908;31.264,15;54,0;0;0.229,0:20,7:25,0,6.5,8,8,1.4,7.5,7.5,7|6;7,P04,agen03,B07,0,S05-M,-,-,RKM02|NONE,CC|-,65;L1|-,2|-,-|-,-|-,L2;D2|-,Water:5|-,Dirty;8,4,Dirty;0.5,Room:0:0.1;Water:11:-0.2|-
P05,Mencari agen03 bermain pagi,3,0,0,0,0;1,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:05,8:00,0,3,5,8,1,7.5,5,1|1,-,agen03,-,0,-,A180,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,6,-,Room:0:0.1|-
A180,Bermain dengan agen03,2,0,0,0,0;1,-2.5;1324.748,1;6,1.5;4,-2.5;794.85,1.25;2,1.5;2,3.908;31.264,15;48,0.05;-0.025;0.229,4:30,-,0,3,10,10,1,7.5,10,1|1,P05,agen03,A155,1,-,-,-,RHD01|RTM01,-|-,65;L1|65;L1,-|-,-|27,-|-,L2|L2,-|-,-,6,-,Room:0:0.5|Room:0:0.5
A24,Memasak makan pagi dengan kompor gas,1,0,0,0,0;1,-2.3;1545.54,1;8,1;4,-2.3;1589.7,1;2,1;2,3.908;31.264,15;48,0;0;0.229,0:25,9:00,0,3.5,4,6,1.2,10,7.5,30|-3,-,agen02;agen03;agen04;agen05,-,0,-,-,-,RDP01|RDP02,R1|-,65;L1|65;L1,5|5,-|-,Stove|Refrigerator,R2;D2;L2|D2;L2,Gas:0|Water:0;RawFood:5;Food:5,Hunger;6,3,Hunger;8,Room:0:0.1;Gas:11:-0.0048;Trash:0:0.2;Food:4:10|Room:0:0.1;RawFood:0:-5;Water:0:-8;Water:6:-0.043;DirtyUtensil:0:1
A33,Bekerja di luar rumah,1,0,1,0,0;1,-2.3;1545.54,1.75;5,1.75;5,-2.3;1589.7,1.75;3,1.75;6,3.908;19.54,15;30,0;-0.025;0.115,9:00,9:00,0,6.5,8,10,1,10,10,7|1;2;3;4;5,-,-,-,0,-,-,-,RGS02|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,0,0,Room:0:0.1|-
A41,Mencuci baju konvensional,1,0,0,0,1;0,-3.8;662.372,1;9,1;9,-3.8;1854.65,1.25;3,1.25;7,3.908;31.264,7.5;54,0;0;0.458,0:30,9:00,3,5,6,8,1,7.5,5,7|6;7,-,-,-,0,-,A43,A42,RKM02|NONE,CC|-,65;L1|-,2|-,-|-,-|-,R2;L2;D2|-,Water:150;DirtyCloth:35|-,-,5,DirtyCloth,Room:0:1;DirtyCloth:5:0;CleanWetCloth:7:30;Water:0:-150;Water:6:-0.25|-
A42,Mencuci dengan mesin cuci,1,1,0,0,1;0,-2;662.372,1;9,1;9,-2;1324.75,1.25;3,1;7,3.908;31.264,15;54,0;0;0.458,1:30,9:00,0,4.5,6,8,1,7.5,5,1|1,-,-,-,0,-,-,A41,RBK01|NONE,-|-,65;L1|-,2|-,-|-,WMachine|-,L2|-,Water:100;DirtyCloth:35|-,-,5,DirtyCloth,Room:0:1;DirtyCloth:5:0;CleanWetCloth:7:90;Water:0:-100;WM01:1:0.16|-
A179,Mengeringkan pakaian,1,1,0,0,1;0,-2;662.372,1;9,1;9,-2;1324.75,1.25;3,1;7,3.908;31.264,15;54,0;0;0.458,0:15,10:00,0,4.5,6,8,1,7.5,5,1|1,-,-,-,0,-,-,A41,RBK01|NONE,-|-,65;L1|-,2|-,-|-,WMachine|-,L2|-,CleanWetCloth:35|-,-,5,CleanWetCloth,Room:0:1;WM01:1:0.055|-
A43,Menjemur pakaian,3,0,0,0,1;0,-2.3;662.372,1;9,1;9,-2.3;1589.7,1;3,1.1;7,3.908;31.264,15;54,0;0;0.458,0:25,10:00,3,4,6,8,1.2,7.5,5,7|6;7,A41;A42,-,-,0,-,-,-,RJM01|NONE,-|-,65;L1|-,2|-,-|-,-|-,L2|-,CleanWetCloth:35|-,-,9,CleanWetCloth,Room:0:1;CleanWetCloth:5:0;CleanDryCloth:7:360|-
A76,Membaca pagi,1,0,0,0,1;0,-1.3;1766.332,1;8,1.25;2,-1.3;794.85,1.25;1,1.25;3,3.908;31.264,22.5;36,0.025;0;0.573,1:30,10:00,3,4,8,8,1,5,2.5,7|1;2;3;4;5,-,-,-,0,-,-,-,RKJ01|NONE,-|-,65;L1|-,5|-,-|-,Sofa;Chair|-,L2|-,-|-,-,0,0,Room:0:0.1|-
A77,Bersantai pagi,1,0,0,0,1;0,-1;1766.332,1;8,1.5;2,-1;794.85,-1.75;1,1;3,3.908;31.264,30;36,0.025;0;0.229,3:00,10:00,0,2,8,6,1,5,2.5,7|6;7,-,-,-,0,-,-,-,RKG01|RTU01,-|R1,65;L1|65;L1,5|2,27|27,Chair|Bed,L2|R2;L2;E2,-|-,-,1,Exhausted,Room:0:0.1|Room:0:0.1
P48,Mencari agen03 untuk jalan di sekitar rumah,1,0,1,0,1;0,-2.3;1545.54,1;5,1;5,-2.3;1589.7,1;3,1;6,3.908;19.54,15;30,0.025;0;0.458,0:03,-,3,5,4,4,0,0,2.5,7|6;7,-,agen03,-,0,S23-C,P02,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
P02,Membawa agen03 untuk jalan di sekitar rumah,1,0,1,0,1;0,-2.3;1545.54,1;5,1;5,-2.3;1589.7,1;3,1;6,3.908;19.54,15;30,0.025;0;0.458,0:03,-,3,5,4,4,0,0,2.5,7|6;7,P48,agen03,P45,1,S23-C,A54,-,RGS01|NONE,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
A54,Pergi jalan ke sekitar rumah,1,0,1,0,1;0,-2.3;1545.54,1;5,1;5,-2.3;1589.7,1;3,1;6,3.908;19.54,15;30,0.025;0;0.458,0:20,12:00,3,5,4,4,0,0,2.5,7|6;7,P02,agen03,A54,1,S23-M,-,-,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,0,0,Room:0:0.1|-
A56,Mengangkat jemuran,1,0,0,0,1;0,-2.3;1766.332,1;8,1;2,-2.3;1059.8,1.1;1,1;3,3.908;31.264,15;36,0;0;0.458,0:10,14:00,3,4.5,6,8,1,7.5,5,7|6;7,A43,-,-,0,-,A157,-,RJM01|NONE,-|-,65;L1|-,5|-,-|-,-|-,L2|-,CleanDryCloth:35|-,-,9,CleanDryCloth,Room:0:1;CleanDryCloth:8:0|-
A157,Meletakan pakaian bersih,1,0,0,0,1;0,-2.3;1766.332,1;8,1;2,-2.3;1059.8,1.1;1,1;3,3.908;31.264,15;36,0;0;0.458,0:10,14:00,3,4.5,6,8,1.2,7.5,5,7|6;7,A56,-,-,0,-,-,-,RKJ01|NONE,-|-,65;L1|-,5|-,-|-,-|-,L2|-,CleanDryCloth:35|-,-,9,CleanDryCloth,Room:0:1;CleanDryCloth2:8:0|-
A127,Ibadah di gereja,1,0,1,0,0;1,-2.3;1766.332,1;8,1.25;2,-2.3;794.85,1;1,1.25;3,3.908;31.264,15;36,0.025;-0.025;0.458,1:00,16:00,0,6,6,8,0,0,7.5,30|-2,-,-,-,0,-,-,-,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,0,0,Room:0:0.1|-
A128,Ibadah di rumah,1,0,0,0,1;0,-2.3;1766.332,1;8,1.25;2,-2.3;794.85,1;1,1.25;3,3.908;31.264,15;36,-0.025;0;0.458,0:40,17:00,4,2.5,6,6,0,0,5,30|-2,-,-,-,0,-,-,-,RKJ01|NONE,-|-,65;L1|-,5|-,-|-,Sofa;Chair|-,L2|-,-|-,-,0,0,Room:0:0.1|-
A40,Membersihkan KM Lt. 2,1,0,0,0,1;0,-3.8;1766.332,1;8,1;3,-3.8;1589.7,1.25;3,1.25;3,3.908;31.264,7.5;60,0;0;0.458,0:25,17:00,3,5.5,6,6,1.2,5,2.5,30|-2,-,-,-,0,-,-,-,RKM04|NONE,CC|-,65;L1|-,2|-,-|-,Closet|-,R2;L2;D2|-,Water:0;Trash:0|-,-,8,-,Room:5:0;Trash:0:1;Water:11:-0.091|-
A45,Pergi memasukan laundry,1,0,1,0,0;1,-2.3;1545.54,1;5,1;5,-2.3;1589.7,1;3,1;6,3.908;19.54,15;30,0;0;0.458,0:20,17:00,3,5,8,8,1.2,7.5,7.5,7|6;7,-,-,-,0,-,-,A41;A42,RGS02|NONE,R1|-,65;L1|-,5|-,-|-,-|-,R2;L2|-,DirtyCloth:50|-,-,9,CleanDryCloth2,Room:0:0.1;DirtyCloth:8:0|-
A61,Pergi mengambil laundry,1,0,1,0,0;1,-2.3;1545.54,1;9,1;5,-2.3;1589.7,1;3,1;6,3.908;19.54,15;30,0.025;0;0.458,0:20,17:00,3,5,8,8,1.2,7.5,5,7|6;7,A45,-,-,0,-,A157,-,RGS02|NONE,R1|-,65;L1|-,5|-,-|-,-|-,R2;L2|-,ReadyUseCloth:50|-,-,9,ReadyUseCloth,Room:0:0.1;ReadyUseCloth:9:0|-
P07,Mencari agen03 bermain malam,3,0,0,0,0;1,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:05,17:00,0,3,5,8,1,7.5,5,1|1,-,agen03,-,0,S07-C,A180,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,6,-,Room:0:0.1|-
A79,Menerima tamu,1,0,0,0,0;1,-1.3;1545.54,1;5,1.25;5,-1.3;1589.7,1;3,1;6,3.908;19.54,22.5;30,0;0;0.229,0:25,18:00,3,4.5,4,4,1,10,2.5,7|6;7,-,-,-,0,-,-,-,RTM01|NONE,R1|-,65;L1|-,5|-,-|-,Sofa|-,R2;L2|-,-|-,-,0,0,Room:0:0.1|-
P50,Mencari agen03 untuk pergi membeli makan,1,0,1,0,0;1,-2.3;662.372,1;9,1;9,-2.3;794.85,1;3,1;7,3.908;31.264,15;54,0.025;-0.025;0.458,0:03,18:00,0,5,6,8,0,0,7.5,7|-3,-,agen03,-,0,S19-C,A62,A63,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Hunger;6,3,Hunger;0.8,Room:0:0.1;Food:0:5|-
A62,Pergi membeli makan malam di luar rumah,1,0,1,0,0;1,-2.3;662.372,1;9,1;9,-2.3;794.85,1;3,1;7,3.908;31.264,15;54,0.025;-0.025;0.458,0:30,18:00,0,5,6,8,0,0,7.5,7|-3,P50,agen03,A62,1,S19-M,-,A63,RGS02|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,Hunger;6,3,Hunger;0.8,Room:0:0.1;Food:0:5|-
P49,Mencari agen lain untuk jalan di akhir pekan,1,0,1,0,1;0,-2.3;1545.54,1;5,1;5,-2.3;1589.7,1.5;3,1.5;6,3.908;19.54,15;30,0.05;-0.025;0.515,0:03,18:00,3,5,8,8,1.2,7.5,5,7|6;7,-,agen02;agen03;agen05,-,0,S20-C,P12,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,-,6,-,Room:0:0.1|-
P12,Membawa agen03 untuk jalan akhir pekan,1,0,1,0,1;0,-2.3;1545.54,1;5,1;5,-2.3;1589.7,1.5;3,1.5;6,3.908;19.54,15;30,0.05;-0.025;0.515,3:00,18:00,3,5,8,8,1.2,7.5,5,7|6;7,P49,agen02;agen03;agen05,P47,1,S20-M,A36,-,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,6,-,Room:0:0.1|-
A36,Pergi jalan ke luar rumah di akhir pekan,1,0,1,0,1;0,-2.3;1545.54,1;5,1;5,-2.3;1589.7,1.5;3,1.5;6,3.908;19.54,15;30,0.05;-0.025;0.515,3:00,18:00,3,5,8,8,1.2,7.5,5,7|6;7,P12,agen02;agen03;agen05,A36,1,S20-M,-,-,RGS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,-|-,-,6,-,Room:0:0.1|-
A78,Mengoperasikan gadget,2,0,0,0,1;0,-1.3;662.372,1;9,1.25;9,-1.3;1854.65,1.25;5,1.25;5,3.908;31.264,22.5;54,0.025;0;0.229,0:25,19:00,0,3.5,8,8,0,0,5,1|1,-,-,-,0,-,-,-,RTM01|RKJ01,-|-,65;L1|65;L1,5|5,-|-,Sofa|Sofa;Chair,L2|L2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A60,Memasak makan malam dengan rice cooker,1,1,0,0,1;0,-2;1545.54,1;8,1;4,-2;1589.7,1.15;2,1;2,3.908;31.264,22.5;48,0;0;0.515,1:30,19:00,0,3.5,8,8,1.6,7.5,7.5,1|1,-,agen02;agen03;agen04;agen05,-,0,-,-,-,RDP02|NONE,-|-,65;L1|-,5|-,-|-,RCooker|-,D2;L2|-,Water:0;RawFood:5;Food:5|-,Hunger;6,3,Hunger;8,Room:0:0.1;RawFood:0:-5;Water:0:-5;Food:4:10;DirtyUtensil:7:60|-
A04,Belanja,1,0,1,0,0;1,-2.3;1545.54,1;8,1;2,-2.3;1059.8,1;2,1;3,3.908;31.264,15;48,0;0;0.573,0:05,19:00,3,3,6,6,1.2,7.5,7.5,30|-2,-,-,-,0,-,-,-,RTS01|NONE,R1|-,-|-,5|-,-|-,-|-,R2|-,RawFood:15|-,-,2,RawFood,Room:0:0.1;RawFood:0:25;Trash:0:0.1|-
A104,Membuat jus,1,0,0,0,0;1,-2;662.372,1;9,1;9,-2;1324.75,1.15;3,1.5;7,3.908;31.264,22.5;54,0.025;0;0.458,1:00,19:00,0,3,2,6,1.2,7.5,2.5,30|-2,-,-,-,0,-,-,-,RDP02|NONE,-|-,65;L1|-,5|-,-|-,Blender1|-,L2;D2|-,RawFood:3;DrinkWater:500|-,-,1,Thirst,Room:0:0.1;RawFood:0:-3;DrinkWater:0:-500;DrinkWater:4:1000;DirtyUtensil:0:1|-
A63,Memasak makan malam dengan kompor gas,1,0,0,0,0;1,-2.5;1545.54,1;8,1.5;4,-2.5;1589.7,1;2,1;2,3.908;31.264,15;48,0;0;0.229,0:05,19:00,0,3.5,4,6,1.2,10,7.5,30|-3,A60,agen02;agen03;agen04;agen05,-,0,-,-,A62,RDP01|RDP02,R1|-,65;L1|65;L1,5|5,-|-,Stove|-,R2;D2;L2|D2;L2,Gas:0|Water:0;RawFood:5;Food:5,Hunger;6,3,Hunger;8,Room:0:0.1;Gas:11:-0.0048;Trash:0:0.2;Food:4:10|Room:0:0.1;RawFood:0:-5;Water:0:-8;Water:6:-0.043;DirtyUtensil:0:1
P08,Mencari agen03 makan malam,2,0,0,0,0;1,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:25,19:00,0,3,5,8,1.4,0,5,1|1,A62;A63,agen03,-,0,S08-C,P43,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,Hunger;6,4,Hunger;1,Room:0:0.1|-
P43,Membawa agen03 makan,2,0,0,0,0;1,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:05,19:05,0,3,5,8,1.4,0,5,1|1,P08,agen03,P14,1,S08-C,P44,-,RKG01|NONE,-|-,65;L1|-,5|-,-|-,-|-,L2|-,-|-,Hunger;6,4,Hunger;1,Room:0:0.1|-
P44,Mengambil makan agen03,2,0,0,0,0;1,-1;662.372,0.1;9,0;9,-1;1854.65,1;5,1;5,3.908;31.264,30;54,0;0;0,0:05,19:10,0,3,5,8,1.4,0,5,1|1,P43,agen03,P15,0,S08-C,A191,-,RDP02|NONE,-|-,65;L1|-,5|-,-|-,-|-,L2|-,Food:2|-,Hunger;6,4,Hunger;1,Room:0:0.1;Food:0:-2|-
A191,Menyuapi agen03,2,0,0,0,0;1,-2.5;662.372,1;9,1.25;4,-2.5;794.85,1;2,1;2,3.908;31.264,15;48,0;0;0.458,0:25,19:15,0,6.5,8,8,1.4,7.5,7.5,1|1,P44,agen03,B02,0,S08-M,-,-,RKG01|NONE,-|-,65;L1|-,5|-,27|-,Chair|-,L2|-,-|-,Hunger;6,4,Hunger;1,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05|-
