ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Energy,Exhausted,Sleepy,Defecate,Urinate,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,FollowerActivity,FollowMovement,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
P14,Mengikuti agen lain untuk makan,6,0,0,0,1;0,-1;167.55,0.1;9,0;9,-1;563.64,1;5,1;5,3.908;31.264,30;54,0;0;0.5,0:03,-,0,3,6,6,2,2.5,2.5,1|1,-,agen01;agen02;agen05,-,0,S24-C,P15,-,RKG01|NONE,-|-,100;L1|-,2|-,26|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
P15,Menunggu agen lain mengambil makan,3,0,0,0,1;0,-1;167.55,0.1;9,0;9,-1;563.64,1;5,1;5,3.908;31.264,30;54,0;0;0.5,0:03,-,0,3,6,6,2,2.5,2.5,1|1,P14,agen01;agen02;agen05,-,0,S24-C,B02,-,RKG01|NONE,-|-,100;L1|-,2|-,26|-,Chair|-,-|-,-|-,-,0,0,Room:0:0.1|-
A73,Membereskan mainan agen03,1,0,0,0,1;0,-2.3;450.95,1;5,1;5,-2.3;483.12,1.5;3,1.5;6,3.908;19.54,15;30,-0.025;0.25;0.5,0:30,-,0,2.5,4,4,2,2.5,2.5,1|1,A155,agen01;agen02;agen05,-,0,-,-,-,RKG01|NONE,-|-,100;L1|-,-|-,26|-,-|-,-|-,-|-,-,8,-,Room:5:0;Trash:0:0.5|Room:5:0;Trash:0:0.5
P46,Mengikuti agen lain untuk pergi membeli makan,1,0,1,0,1;0,-2.3;450.95,1;5,1;5,-2.3;483.12,1.5;3,1.5;6,3.908;19.54,15;30,0.025;-0.25;0.375,0:03,-,3,5,4,6,0,0,7.5,7|6;7,-,agen01;agen02,-,0,S25-C,A62,-,RGS02|NONE,-|-,100;L1|-,3|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
A62,Pergi membeli makan malam di luar rumah,1,0,1,0,1;0,-2.3;450.95,1;5,1;5,-2.3;483.12,1.5;3,1.5;6,3.908;19.54,15;30,0.025;-0.25;0.375,0:30,-,3,5,4,6,0,0,7.5,7|6;7,-,agen01;agen02,-,0,S25-C,-,-,RGS02|NONE,-|-,100;L1|-,3|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
P47,Mengikuti agen lain jalan di akhir pekan,1,0,1,0,1;0,-1;167.55,0.1;9,0;9,-1;563.64,1;5,1;5,3.908;31.264,30;54,0.025;-0.25;0.5,0:03,-,3,5,4,6,0,0,7.5,7|6;7,-,agen01;agen02;agen05,-,0,S20-C,A36,-,RGS01|NONE,-|-,100;L1|-,3|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
A36,Pergi jalan ke luar rumah di akhir pekan,2,0,1,0,1;0,-2.3;450.95,1;5,1;5,-2.3;483.12,1.5;3,1.5;6,3.908;19.54,15;30,0.025;-0.25;0.5,3:00,-,3,5,8,8,1,7.5,7.5,7|6;7,P47,agen01;agen02;agen05,-,0,S20-M,-,-,RGS01|NONE,-|-,100;L1|-,-|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|-
A155,Bermain,6,0,0,0,0;1,-2.5;380.1,1;6,1.5;4,-2.5;241.56,1.25;2,1.5;2,3.908;31.264,15;48,0.5;-0.5;0.375,4:00,07:00|04:00|10:00,0,3,10,8,0,0,7.5,1|1,-,agen01;agen02;agen04;agen05,-,0,-,-,-,RHD01|RTM01,-|-,100;L1|100;L1,-|-,-|29,-|Sofa,-|-,-|-,-,0,0,Room:0:0.5|Room:0:0.5
A75,Berdandan setelah mandi,-1,0,0,0,0;1,-1;238.4,1;2,1;2,-1;483.12,1;6,1;8,3.908;31.264,30;30,0;0;0.125,0:05,-,0,3,6,8,0,0,5,1|1,B07,agen01;agen02;agen05,-,0,S09-C,-,-,RTU01|NONE,-|-,100;L1|-,2|-,26|-,-|-,-|-,ReadyUseCloth:1|-,-,2,ReadyUseCloth,Room:0:0.1;ReadyUseCloth:0:-1|-
B01,Bangun tidur,6,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,-0.025;0.25;0.125,0:05,07:00|04:00|10:00,0,0,6,8,2,7.5,7.5,1|1,-,agen01;agen02,-,0,-,-,-,RKG01|RTU01,-|-,-|-,2|2,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1|Room:0:0.1
B02,Makan,1,0,0,1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0.5,0:30,-,0,0,6,6,2,2.5,2.5,1|1,P15,agen01;agen02;agen05,-,0,S24-M,B03,-,RKG01|NONE,-|-,100;L1|-,-|-,26|-,Chair|-,-|-,Food:2|-,-,1,Hunger,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05|-
B03,Minum,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0.125,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKG01|NONE,-|-,100;L1|-,-|-,26|-,Chair|-,-|-,DrinkWater:0|-,-,1,Thirst,Room:0:0.1;DirtyUtensil:0:0.5;DrinkWater:10:5|-
B04,Tidur,-1,0,0,1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,-0.025;0.25;0.125,-,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,B01,-,RKG01|RTU01,-|-,100;L1|100;L1,-|-,26|26,-|Bed,-|-,-|-,-,1,Sleepy,Room:0:0.1|Room:0:0.1
B05,BAK,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0.125,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM02|RKM03,CC|CC,100;L1|100;L1,2|2,-|-,Closet|Closet,-|-,Water:10|Water:10,-,1,Urinate,Room:0:0.1;Water:0:-10;Water:6:-0.095|Room:0:0.1;Water:0:-10;Water:6:-0.25
B06,BAB,-1,0,0,1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0.125,0:10,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM02|RKM03,CC|CC,100;L1|100;L1,2|2,-|-,Closet|Closet,-|-,Water:15|Water:15,-,1,Defecate,Room:0:0.1;Water:0:-15;Water:6:-0.095|Room:0:0.1;Water:0:-15;Water:6:-0.25
B07,Mandi,-1,0,0,1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,-0.025;0.25;0.125,0:10,-,0,0,0,0,0,0,0,1|1,P13,agen01;agen02;agen05,-,0,S09-M,A75,-,RKM02|RKM03,CC|CC,100;L1|100;L1,2|2,-|-,-|-,-|-,Water:45|Water:45,-,1,Dirty,Room:0:0.1;Water:0:-45;Water:6:-0.25|Room:0:0.1;Water:0:-45;Water:6:-0.25
