ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Defecate,Urinate,Energy,Exhausted,Sleepy,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A37,Membersihkan KM Dalam,2,0,0,0,0;1,-3.8;4,0.3;8,1;3,1.25;8,7.5;10,-3.8;6,1.25;3,1;3,-0.025;0;0.625,0:30,7:00,3,5.5,6,6,1,10,7.5,7|6;7,-,-,-,-,-,RKM01|NONE,CC|-,100;L1|-,0.6|-,-|-,Closet|-,R2;D2|-,Water:0;Trash:0|-,-,8,-,Room:5:0;Trash:0:1;Water:6:-0.2|-
A01,Membereskan kasur & karpet tidur,1,0,0,0,1;0,-2;9,0.4;9,1;9,1.75;8,22.5;9,-2;7,1;3,1;3,0;-0.25;0.125,0:25,8:00,2,2,6,6,1,5,5,7|-3,-,-,-,-,-,RTU01|NONE,R1|-,100;L1|-,1|-,-|-,Bed|-,R2;L2;E2|-,-|-,-,8,-,Room:0:0.1|Room:0:0.1
A29,Memasak air untuk mandi di pagi hari,1,1,0,0,1;0,-2.5;9,0.25;9,1;9,1.5;8,15;9,-2.5;7,1;5,1;5,0;0;0.125,0:10,8:00,0,5,6,4,1,5,5,30|-2,-,-,S05-M,P11,-,RDP01|RDP02,R1|-,100;L1|100;L1,1|1,-|-,Stove|-,D2|-,Gas:0;|Water:5000,-,4,Dirty;1,Room:0:0.1;Gas:1:-0.0048|Water:6:-5000
P11,Menyiapkan air mandi pagi,1,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0;0;0.125,0:05,8:10,0,5,8,8,1,10,7.5,1|1,A29,-,S05-C,P03,-,RKM01|NONE,CC|-,100;L1|-,1|-,-|-,-|-,D2|-,Water:40000|-,-,0,0,Room:0:0.1;Water:4:-40000|-
P03,Mencari agen03 mandi pagi,1,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0;0;0.125,0:05,8:15,0,3,8,8,1.2,7.5,7.5,7|6;7,P11,agen03,S05-C,P04,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,agen03,0,0,Room:0:0.1|-
P04,Membawa agen03 mandi pagi,1,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0;0;0.125,0:05,8:20,0,3,8,8,1.2,7.5,7.5,7|6;7,P03,agen03,S05-C,A30,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,agen03,0,0,Room:0:0.1|-
A30,Memandikan agen03 pagi hari,1,0,0,0,1;0,-2.5;9,0.25;9,1;9,1.5;8,15;9,-2.5;4,1;3,1;7,0;0;0.5,0:15,8:25,0,6.5,8,8,1,5,5,7|6;7,P04,agen03,S05-M,-,-,RKM02|NONE,CC|-,100;L1|-,0.2|-,-|-,-|-,R2;D2|-,Water:0|-,agen03,4,Dirty;0.5,Room:0:0.1;Water:6:-5000|-
A41,Mencuci baju konvensional,1,0,0,0,1;0,-3.8;9,0.25;9,1;9,1.25;8,7.5;9,-3.8;7,1;3,1;7,0;0;0.25,0:30,9:00,0,5,6,6,1,10,7.5,7|6;7,-,-,-,A43,A42,RDP01|NONE,R1|-,100;L1|-,0.8|-,-|-,-|-,R2;L2;D2|-,Water:0;DirtyCloth:0|-,-,5,Water;DirtyCloth,Room:0:1;DirtyCloth:5:0;CleanWetCloth:7:0;Water:6:-5000|-
A42,Mencuci dengan mesin cuci,1,1,0,0,0;1,-2;9,0.25;9,1;9,1.5;8,15;9,-2;5,1;3,1;7,0;0;0.25,2:00,9:00,0,4.5,6,10,1,10,10,7|6;7,-,-,-,-,A41,RBK01|NONE,R1|-,100;L1|-,1|-,-|-,WMachine|-,R2;L2|-,Water:0;DirtyCloth:0|-,-,5,Water;DirtyCloth,Room:0:1;DirtyCloth:5:0;CleanWetCloth:7:0;Water:6:-5000|-
A43,Menjemur pakaian,1,0,0,0,1;0,-2.3;9,0.25;9,1;9,1.5;8,15;9,-2.3;6,1;3,1;7,0;0;0.25,0:15,9:00,0,4,6,6,1,10,7.5,7|6;7,A41;A42,-,-,-,-,RDP01|NONE,R1|-,100;L1|-,1|-,-|-,-|-,R2;L2|-,CleanWetCloth:0|-,-,9,CleanWetCloth,Room:0:1;CleanWetCloth:5:0;CleanDryCloth:7:360|-
A113,Menggunakan blender bumbu,1,0,0,0,0;1,-2.5;4,0.25;8,1;2,1.5;8,15;6,-2.5;3,1;1,1;3,0;0;0.125,0:05,9:00,0,3,6,8,1,7.5,5,30|-2,-,-,-,-,-,RDP02|NONE,-|-,100;L1|-,1|-,-|-,Blender2|-,E2|-,-|-,-,3,Hunger;0.6,Room:0:0.1;Blender2:1:0;RawFood:0:15;DirtyUtensil:4:1|-
A104,Membuat jus,1,0,0,0,0;1,-2.5;9,0.25;9,1;9,1.5;8,15;9,-2.5;6,1;3,1;3,0;0;0.125,0:05,10:00,0,3,6,8,1,7.5,5,30|-2,-,-,-,-,-,RDP02|NONE,-|-,100;L1|-,1|-,-|-,Blender1|-,E2|-,Food:5;DrinkWater:1000|-,-,3,Thirsty;0.8,Room:0:0.1;Blender1:1:0;Food:0:-5;DrinkWater:4:1000;DirtyUtensil:4:1|-
A76,Membaca pagi,1,0,0,0,1;0,-1.3;4,0.25;8,1;2,1.75;8,22.5;6,-1.3;3,1;1,1;3,0.05;-0.025;0.625,1:30,10:00,3,4,8,8,1,5,5,7|1;2;3;4;5,-,-,-,-,-,RKG01|RTU01,-|R1,100;L1|100;L1,1|1,27|27,Sofa|Bed,L2;E2|R2;L2;E2,-|-,-,0,0,Room:0:0.1|-
A77,Bersantai pagi,1,0,0,0,1;0,-1;4,0.25;8,1;2,1;8,30;6,-1;3,1;1,1.5;3,0.05;-0.0250.125,3:00,10:00,0,2,8,6,1,5,5,7|6;7,-,-,-,-,-,RKG01|RTU01,-|R1,100;L1|100;L1,1|1,27|27,Sofa|Bed,L2;E2|R2;L2;E2,-|-,-,1,Exhausted,Room:0:0.1|Room:0:0.1;Fan:1:0
A56,Mengangkat jemuran,1,0,0,0,1;0,-2.3;4,0.25;8,1;2,1.5;8,15;6,-2.3;4,1;1,1;3,0;0;0.25,0:15,16:00,4,4.5,6,6,1,10,7.5,7|6;7,A43,-,-,A157,-,RDP01|NONE,R1|-,100;L1|-,1|-,-|-,-|-,R2;L2|-,CleanDryCloth:35|-,-,9,CleanDryCloth,Room:0:1;CleanDryCloth:8:0|-
A157,Meletakan pakaian bersih,1,0,0,0,1;0,-2.3;4,0.25;8,1;2,1.5;8,15;6,-2.3;4,1;1,1;3,0;0;0.25,0:15,16:00,4,4.5,6,6,1,10,7.5,7|6;7,A56,-,-,-,-,RJK01|NONE,-|-,100;L1|-,1|-,-|-,-|-,L2|-,CleanDryCloth:35|-,-,9,CleanDryCloth2,Room:0:1;CleanDryCloth2:8:0|-
A45,Pergi memasukan laundry,2,0,1,0,0;1,-2.3;5,0.25;5,1;5,1.5;5,15;5,-2.3;6,1;3,1;6,0;0;0.125,0:20,17:00,0,5,6,10,1,10,10,7|6;7,-,-,-,-,A41;A42,RGS01|NONE,R1|-,60;CC|-,1|-,-|-,-|-,R2|-,DirtyCloth:50|-,-,9,CleanDryCloth2,Room:0:0.1;DirtyCloth:8:0|-
A61,Pergi mengambil laundry,2,0,1,0,0;1,-2.3;5,0.25;5,1;5,1.5;5,15;5,-2.3;6,1;3,1;6,0;0;0.25,0:20,17:00,0,5,6,10,1,10,10,7|6;7,A45,-,-,-,-,RGS01|NONE,R1|-,60;CC|-,0.8|-,-|-,-|-,R2|-,ReadyUseCloth:50|-,-,9,ReadyUseCloth,Room:0:0.1;ReadyUseCloth:9:0|-
A79,Menerima tamu,1,0,0,0,1;0,-1.3;5,0.25;5,1;5,1.75;5,22.5;5,-1.3;6,1;3,1;6,0;0;0.625,0:35,17:00,0,4.5,6,6,1,10,2.5,7|-3,-,-,-,-,-,RTM01|NONE,R1|-,100;L1|-,1|-,-|-,Sofa;Chair|-,R2|-,-|-,-,0,0,Room:0:0.1|-
A66,Menonton TV malam,2,0,0,0,1;0,-1;4,0.25;8,1;2,1;8,30;6,-1;6,1;1,1.5;3,0.025;-0.025;0.25,6:00,17:00,0,2.5,6,6,1,5,5,1|1,-,-,-,-,-,RKG01|NONE,-|-,100;L1|-,0.6|-,27|-,Sofa|-,L2;E2|-,-|-,-,0,0,Room:0:0.1;TV:1:0.029|-
A145,Menyapu Ruang Tidur Utama 1 sore,2,0,0,0,0;1,-3.3;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.3;6,1;3,1;7,0;-0.025;0.125,0:04,17:00,0,5.5,6,6,1.2,10,7.5,1|1,-,-,S01-M,A146,-,RTU01|NONE,R1|-,100;L1|-,0.6|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A146,Menyapu Dapur Bersih sore,2,0,0,0,0;1,-3.3;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.3;6,1;3,1;7,0;-0.025;0.125,0:05,17:04,0,5.5,6,6,1.2,10,7.5,1|1,-,-,S01-M,A147,-,RDP02|NONE,-|-,100;L1|-,0.6|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A147,Menyapu Ruang Keluarga sore,2,0,0,0,0;1,-3.3;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.3;6,1;3,1;7,0;-0.025;0.125,0:03,17:09,0,5.5,6,6,1.2,10,7.5,1|1,-,-,S01-M,A148,-,RKG01|NONE,-|-,100;L1|-,0.6|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A148,Menyapu Ruang Tamu sore,2,0,0,0,0;1,-3.3;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.3;6,1;3,1;7,0;-0.025;0.125,0:08,17:12,0,5.5,6,6,1.2,10,7.5,1|1,-,-,S01-M,A149,-,RTM01|NONE,-|-,100;L1|-,0.6|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A149,Menyapu Teras sore,2,0,0,0,0;1,-3.3;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.3;6,1;3,1;7,0;-0.025;0.125,0:03,17:20,0,5.5,6,6,1.2,10,7.5,1|1,-,-,S01-M,A150,-,RTS01|NONE,R1|-,100;L1|-,0.6|-,-|-,-|-,R2|-,-|-,-,8,-,Room:3:-0.5;Trash:0:0.1|-
A150,Mengepel Ruang Tidur Utama 1 sore,2,0,0,0,0;1,-3.5;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.5;6,1;3,1;7,0;-0.025;0.125,0:06,17:23,0,5,6,6,1.2,10,7.5,1|1,A145,-,S01-C,A151,-,RTU01|NONE,R1|-,100;L1|-,0.6|-,-|-,-|-,R2;L2|-,-|-,-,8,-,Room:3:-0.5;Water:0:-2000|-
A151,Mengepel Dapur Bersih sore,2,0,0,0,0;1,-3.5;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.5;6,1;3,1;7,0;-0.025;0.125,0:05,17:29,0,5,6,6,1.2,10,7.5,1|1,A146,-,S01-C,A152,-,RDP02|NONE,-|-,100;L1|-,0.6|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Water:0:-2000|-
A152,Mengepel Ruang Keluarga sore,2,0,0,0,0;1,-3.5;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.5;6,1;3,1;7,0;-0.025;0.125,0:03,17:34,0,5,6,6,1.2,10,7.5,1|1,A147,-,S01-C,A153,-,RKG01|NONE,-|-,100;L1|-,0.6|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Water:0:-2000|-
A153,Mengepel Ruang Tamu sore,2,0,0,0,0;1,-3.5;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.5;6,1;3,1;7,0;-0.025;0.125,0:08,17:37,0,5,6,6,1.2,10,7.5,1|1,A148,-,S01-C,A154,-,RTM01|NONE,-|-,100;L1|-,0.6|-,-|-,-|-,-|-,-|-,-,8,-,Room:3:-0.5;Water:0:-2000|-
A154,Mengepel Teras sore,2,0,0,0,0;1,-3.5;9,0.25;9,1.25;9,1.25;8,7.5;9,-3.5;6,1;3,1;7,0;-0.025;0.125,0:03,17:45,0,5,6,6,1.2,10,7.5,1|1,A149,,S01-C,-,-,RTS01|NONE,R1|-,100;L1|-,0.6|-,-|-,-|-,R2|-,-|-,,8,-,Room:3:-0.5;Water:0:-2000|-
A55,Berkebun (menanam/merawat) sore hari,1,0,0,0,1;0,-4;4,0.75;8,1.5;2,1.75;8,22.5;6,-4;4,1.25;1,1.5;3,0.025;-0.025;0.5,0:30,17:00,3,3.5,8,10,1,,5,7|-3,-,agen05,-,-,-,RHD01|NONE,R1|-,80;CC|-,0.8|-,-|-,-|-,R2|-,-|-,agen05,6,-,Room:3:-0.5;Water:6:-0|-
A143,Mengisi ulang daya gadget sore,3,1,0,0,0;1,-1;9,0.25;9,1;9,1;8,30;9,-1;7,1;5,1;5,-0.025;-0.05;0.125,3:00,17:00,0,2,8,10,1,10,10,1|1,-,-,-,-,-,RKG01|NONE,-|-,100;L1|-,1|-,-|-,-|-,-|-,-|-,-,0,0,Room:0:0.1;CH01:1:0.0088|Room:0:0.1;CH02:1:0.0148;CH03:1:0.0088
A68,Membuat susu agen03 di malam hari,1,0,0,0,0;1,-1;9,0.25;9,1;9,1;8,30;9,-1;5,1;3,1;7,0;0;0.25,0:10,17:00,0,5,8,10,1,5,10,1|1,-,-,S03-M,P12,-,RDP02|NONE,-|-,100;L1|-,1|-,-|-,Stove|-,D2|-,Gas:0;DrinkWater:150|-,-,4,Thirsty;1,Room:0:0.1;Gas:1:-0.0048;DrinkWater:0:-150:|-
P12,Mencari agen03 minum susu malam,1,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0;0;0.25,0:05,17:05,0,3,8,8,1.2,10,10,1|1,A68,agen03,S03-C,-,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,agen03,0,0,Room:0:0.1|-
A36,Pergi jalan ke luar rumah di akhir pekan,1,0,1,0,1;0,-3.5;5,0.25;5,1.75;5,1.5;5,15;5,-3.5;6,1.25;3,1;6,0.05;-0.025;0.5,2:00,18:00,4,5,10,6,1,5,5,7|6;7,-,agen01;agen03,-,-,-,RGS01|NONE,R1|-,100;L1|-,0.8|-,-|-,-|-,R2|-,-|-,agen01;agen03,6,-,Room:0:0.1|-
A62,Pergi membeli makan malam di luar rumah,1,0,1,0,1;0,-2.3;9,0.25;9,1;9,1.5;8,15;9,-2.3;3,1.25;3,1;7,0.05;0;0.125,0:30,18:00,4,5,10,6,1,5,5,7|6;7,A60,-,-,-,A63,RGS01|NONE,R1|-,60;CC|-,1|-,-|-,-|-,R2|-,-|-,-,3,Hunger;1,Room:0:0.1;Food:0:5|-
A60,Memasak makan malam dengan rice cooker,4,1,0,0,1;0,-2;5,0.25;8,1;4,1.75;8,22.5;8,-2;6,1;2,1;2,0;0;0.125,0:05,18:00,0,6.5,6,8,1.2,7.5,10,1|1,-,-,-,-,-,RDP02|NONE,-|-,100;L1|-,1|-,-|-,-|-,D2|-,RawFood:3;Water:5000|-,-,3,Hunger;1,Room:0:0.1;RawFood:0:-3;Water:0:-5000;Food:4:5;DirtyUtensil:7:60;Rcooker:1:0.3179|-
A63,Memasak makan malam dengan kompor gas,2,0,0,0,1;0,-2.5;5,0.25;8,1;4,1.5;8,15;8,-2.5;6,1;2,1;2,0;0;0.125,0:40,18:00,0,6.5,8,10,1.2,10,7.5,1|1,A60,-,-,-,A62,RDP01|RDP02,R1|-,100;L1|100;L1,1|1,-|-,Stove|Refrigreator,R2;D2|D2,Gas:0;Water:10000:|Rawfood:5,-,3,Hunger;1,Room:0:0.1;Gas:5:-0.0048;Water:0:-10000;DirtyUtensil:0:0.75;Trash:0:0.2|Room:0:0.1;Rawfood:0:-5;Food:0:5
P08,Mencari agen03 makan malam,2,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0;0;0.5,0:05,18:00,0,3,5,8,0,0,5,1|1,A62;A63,agen03,S08-C,P09,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,agen03,0,Hunger;1,Room:0:0.1|-
P09,Membawa agen03 makan malam,2,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0;0;0.5,0:05,18:05,0,3,5,8,0,0,5,1|1,P08,agen03,S08-C,P10,-,RKG01|NONE,-|-,100;L1|-,1|-,-|-,-|-,-|-,-|-,agen03,0,Hunger;1,Room:0:0.1|-
P10,Mengambil makan agen03 malam,2,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0;0;0.5,0:05,18:10,0,3,5,8,0,0,5,1|1,P09,-,S08-C,A64,-,RDP02|NONE,-|-,100;L1|-,1|-,-|-,-|-,-|-,Food:2|-,-,0,Hunger;1,Room:0:0.1;Food:0:-2|-
A64,Menyuapi agen03 makan malam,1,0,0,0,1;0,-2.5;9,0.25;9,1;4,1.5;8,15;8,-2.5;3,1;2,1;2,0;0;0.5,0:25,18:15,0,6.5,8,8,1,10,10,1|1,P10,agen03,S08-M,-,-,RKG01|NONE,-|-,100;L1|-,1|-,27|-,Sofa;Chair|-,E2|-,-|-,agen03,4,Hunger;1,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05;Fan:1:0|-
A141,Membaca malam,2,0,0,0,0;1,-1.3;4,0.25;8,1;2,1.75;8,22.5;6,-1.3;3,1;1,1;3,0.05;-0.025;0.625,3:00,18:00,0,4,8,8,1,5,2.5,1|1,-,-,-,-,-,RKG01|RTU01,-|R1,100;L1|100;L1,1|1,27|27,Sofa|Bed,L2;E2|L2;R2;E2,-|-,-,0,0,Room:0:0.1;Fan:1:0|-
A142,Bersantai malam,2,0,0,0,0;1,-1;4,0.25;8,1;2,1;8,30;6,-1;3,1;1,1.5;3,0.05;-0.025;0.125,3:00,18:00,0,2,8,8,1,5,2.5,1|1,-,-,-,-,-,RKG01|RTU01,-|R1,100;L1|100;L1,1|1,27|27,Sofa|Bed,L2;E2|L2;R2;E2,-|-,-,1,Exhausted,Room:0:0.1;Fan:1:0|Room:0:0.1;Fan:1:0
P07,Mencari agen03 bermain malam,3,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0.025;-0.025;0.25,0:05,19:00,0,3,5,8,0,0,5,1|1,-,agen03,S07-C,A67,-,-,-|-,-|-,-|-,-|-,-|-,-|-,-|-,agen03,0,0,Room:0:0.1|-
A67,Bermain dengan agen03 di malam hari,2,0,0,0,1;0,-2.5;6,0.25;6,1.5;4,1.5;8,15;8,-2.5;3,1.5;2,1.5;2,0.025;-0.025;0.25,3:00,19:05,0,3,8,8,1,,7.5,1|1,P07,agen03,S07-M,-,-,RTM01|RKG01,-|-,100;L1|100;L1,0.8|0.8,27|27,-|-,-|E2,-|-,agen03,6,-,Room:0:0.5|Room:0:0.5
A04,Belanja,1,0,1,0,1;0,-2.3;5,0.25;8,1;2,1.5;8,15;8,-2.3;4,1.25;2,1;3,0.05;0;0.25,2:00,19:00,0,6.5,10,8,1,10,5,7|-3,-,agen03,-,-,-,RTS01|NONE,R1|-,60;CC|-,1|-,-|-,-|-,R2|-,RawFood:5|-,-,2,RawFood,Room:0:0.1;RawFood:0:30;Trash:0:0.1|-
A144,Mencuci piring dan alat masak malam,2,0,0,0,0;1,-2.3;4,0.25;8,1;2,1.5;8,15;6,-2.3;4,1;1,1;3,0;-0.025;0.25,0:25,20:00,0,4.5,8,8,1,10,10,7|6;7,-,-,-,-,-,RDP02|NONE,-|-,100;L1|-,0.8|-,-|-,Sink|-,L2;D2|-,Water:0|-,-,5,Water,Room:0:0.1;DirtyUtensil:5:0;Water:6:0.043|-
A71,Menyiapkan kasur & karpet tidur,1,0,0,0,1;0,-2;9,0.25;9,1;9,1.5;8,15;9,-2;7,1;5,1;5,0;-0.025;0.25,0:10,21:00,0,2.5,6,6,1,10,10,7|6;7,-,-,-,-,-,RTU01|NONE,R1|-,100;L1|-,0.8|-,27|-,Bed|Bed,R2;E1|R2;E1,-|-,-,4,Sleepy;1,Room:0:0.1;Fan:1:|Room:0:0.1;Fan:1:
A73,Membereskan mainan agen03,2,0,0,0,1;0,-2.3;9,0.25;9,1.25;9,1.5;8,15;9,-2.3;7,1.5;5,1.5;5,-0.025;-0.025;0.5,0:30,22:00,0,2.5,6,8,1,7.5,10,7|6;7,-,-,-,-,-,RKG01|NONE,-|-,100;L1|-,0.6|-,-|-,-|-,L2;E2|-,-|-,-,8,-,Room:5:0;Trash;0:0.5;Fan:1:0|-
A78,Mengoperasikan gadget,5,0,0,0,1;0,-1.3;9,0.25;9,1;9,1.75;8,22.5;9,-1.3;7,1;5,1.5;5,0.05;-0.05;0.25,1:00,-,0,3.5,10,10,1,10,10,1|1,-,-,-,-,-,RTM01|RKG01,-|-,100;L1|100;L1,1|1,-|-,Sofa|Sofa;Chair,L2|L2;E2,-|-,-,0,0,Room:0:0.1|Room:0:0.1
A75,Berdandan setelah mandi,-1,0,0,0,0;1,-1;8,0.25;2,1;2,1;8,30;5,-1;6,1;6,1;8,0.025;0;0.125,0:10,-,0,3,6,8,0,0,5,1|1,B07,-,S09-C,-,-,RTU01|NONE,R1|-,100;L1|-,0.8|-,-|-,-|-,R2;L2;E2|-,ReadyUseCloth:0|-,-,2,ReadyUseCloth,Room:0:0.1;ReadyUseCloth:0:-1|-
A119,Mengambil Makan,3,0,0,0,0;1,-1;9,0;9,0.5;9,1;8,30;9,-1;7,0.1;5,0.1;5,0;0;0.125,0:05,-,0,3,5,8,0,0,5,1|1,-,-,-,B02,-,RKG01|RDP02,-|-,100;L1|100;L1,1|1,-|-,-|-,-|-,Food:2|-,-,1,Hunger,Room:0:0.1;Food:4:-2|-
B01,Bangun tidur,-1,0,0,1,0;1,-0.9;0,0.25;0,1;0,1;0,30;0,-0.9;0,0;0,0;0,0;-0.025;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RTU01|NONE,R1|-,-|-,1|-,-|-,Bed|-,R2;L2;E2|-,-|-,-,0,0,Room:0:0.1|-
