ID,Decription,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Defecate,Urinate,Energy,Exhausted,Sleepy,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
A155,Bermain dengan agen01/02 di malam hari,2,0,0,0,1;0,-2.5;6,0.25;6,1.5;4,1.5;8,15;8,-2.5;3,1.5;2,1.5;2,0.025;-0.025;0.25,3:00,19:05,0,3,8,8,1,,7.5,1|1,-,agen01;agen02,S07-M,-,-,RTM01|RKG01,-|-,100;L1|100;L1,1|1,27|27,-|-,-|E2,-|-,agen03,0,0,Room:0:0.5|Room:0:0.5
A04,Belanja,1,0,1,0,1;0,-2.3;5,0.25;8,1;2,1.5;8,15;8,-2.3;4,1.25;2,1;3,0.05;0;0.25,2:00,19:00,0,6.5,10,8,1,10,5,7|-3,-,agen01;agen02,-,-,-,RTS01|NONE,R1|-,60;CC|-,1|1,-|-,-|-,R2|-,RawFood:5|-,-,0,0,Room:0:0.1;RawFood:0:30;Trash:0:0.1|-
A75,Berdandan setelah mandi,-1,0,0,0,0;1,-1;8,0.25;2,1;2,1;8,30;5,-1;6,1;6,1;8,0.025;0;0.125,0:10,-,0,3,6,8,0,0,5,1|1,B07,-,S09-C,-,-,RTU01|NONE,R1|-,100;L1|-,1|1,-|-,-|-,R2;L2;E2|-,ReadyUseCloth:0|-,-,2,ReadyUseCloth,Room:0:0.1;ReadyUseCloth:0:-1|-
B01,Bangun tidur,-1,0,0,1,0;1,-0.9;0,0.25;0,1;0,1;0,30;0,-0.9;0,0;0,0;0,0;-0.025;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RTU01|NONE,R1|-,-|-,1|1,-|-,Bed|-,R2;L2;E2|-,-|-,-,0,0,Room:0:0.1|-
B02,Makan,-1,0,0,1,0;1,0;0,0.25;0,1;0,1.75;0,22.5;0,-1.5;0,0;0,1;0,0;-0.025;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,B03,-,RKG01|RTM01,-|-,100;L1|100;L1,1|1,-|-,Sofa;Chair|Sofa,E2|-,-|-,-,1,Hunger,Room:0:0.1;DirtyUtensil:0:0.5;Trash:0:0.05|-
B03,Minum,-1,0,0,1,0;1,0;0,0.25;0,-1;0,1;0,30;0,-1;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RDP02|NONE,-|-,100;L1|-,1|1,-|-,-|-,-|-,DrinkWater:0|-,-,1,Thirsty,Room:0:0.1;DirtyUtensil:0:0.5;DrinkWater:10:0|-
B04,Tidur,-1,0,0,1,0;1,-0.9;0,0.25;0,1;0,1;0,30;0,-0.9;0,1.75;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RTU01|NONE,R1|-,100;L1|-,1|1,27|-,Bed|-,R2;L2;E2|-,-|-,-,1,Sleepy,Room:0:0.1;Fan:1:|-
B05,BAK,-1,0,0,1,0;1,-1;0,0.25;0,1;0,1;0,30;0,-1;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RKM02|RKM03,CC|CC,100;L1|100;L1,1|1,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,-|-,-,1,Urinate,Room:0:0.1;Water:0:-10000;Water:6:-0.25|Room:0:0.1;Water:0:-10000;Water:6:-0.25
B06,BAB,-1,0,0,1,0;1,-1;0,0.25;0,1;0,1;0,30;0,-1;0,0;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,-,-,-,RKM02|RKM03,CC|CC,100;L1|100;L1,1|1,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,-|-,-,1,Defecate,Room:0:0.1;Water:0:-15000;Water:6:-0.25|Room:0:0.1;Water:0:-15000;Water:6:-0.25
B07,Mandi,-1,0,0,1,0;1,-2;0,0;0,1;0,1.75;0,22.5;0,-2;0,1;0,0;0,0;0;-0.05,-,-,0,0,0,0,0,0,0,1|1,-,-,S09-M,A75,-,RKM02|RKM04,CC|CC,100;L1|100;L1,1|1,-|-,Closet|Closet,R2;L2;D2|R2;L2;D2,-|-,-,1,Dirty,Room:0:0.1;Water:0:-60000;Water:6:-0.25|Room:0:0.1;Water:0:-60000;Water:6:-0.091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
