ID,Description,Repeat,Auto,Outdoor,BioActivity,Interrupt,Hunger,Dirty,Thirst,Energy,Exhausted,Sleepy,Defecate,Urinate,Emotion,Duration,Start,Priority,Physical_Std,Wish,Advantage,Authority,Obedience,Urgency,Routine,Prerequisite,InteractAgent,FollowerActivity,FollowMovement,Set,Next,Eliminate,Rooms,Door,LightThreshold,Status,Temperature,Device,PostActivity,Resource,InteractAgentStatus,UrgencyType,UrgencyValue,Effect
P31,Wudhu 5,5,0,0,0,0;1,-1;698,-1;7,1;7,-1;335.04,-0.15;8,1;7,1;7,30;7,0.25;-0.25;0.25,0:05,22:00|19:00|01:00,0,3,10,10,1,10,10,1|1,-,-,-,0,SC10-C,A109,-,RDP01|NONE,-|-,20;L1|-,-|-,-|-,Faucet|-,L2;D2|-,Water:0|-,-,0,0,Room:0:0.1;Water:11:-0.089;Water:11:-0.086|-
A109,Ibadah 5,1,0,0,0,0;1,-1;698,0.1;7,1;7,-1;335.04,-0.15;8,1;7,1;7,30;7,0.25;-0.25;0.25,0:15,22:05|19:05|01:05,0,2,10,10,1,10,10,1|1,P31,-,-,0,SC10-M,-,-,RTA02|NONE,R1|-,20;L1|-,0.17|-,-|-,-|-,L2|-,-|-,-,0,0,Room:0:0.1|-
A78,Mengoperasikan gadget,1,0,0,0,1;0,-1.3;418.8,0.2;9,1;9,-1.3;837.6,1;3,1;7,1.75;8,22.5;9,0;-0.25;0.625,1:00,-,0,3.5,10,10,1,10,10,1|1,-,-,-,0,-,-,-,RKG01|RTA02,-|R1,20;L1|20;L1,0.5|0.5,29|26,Sofa|Bed,L2;E2|L2;E2,RawFood:5|-,-,0,0,Room:0:0.1|Room:0:0.1
A75,Berdandan setelah mandi,1,0,0,0,0;1,-1;977.2,0.2;5,1;5,-1;1005.12,1;3,1;6,1;5,30;5,0;0;0.5,0:15,-,0,3,10,10,1,10,10,1|1,-,-,-,0,SC09-C,-,-,RTA02|NONE,R1|-,20;L1|-,-|-,-|-,-|-,L2|-,ReadyUseCloth:1|-,-,1,Dirty,Room:0:0.1;ReadyUseCloth:0:-1|-
A119,Mengambil Makan,2,0,0,1,0;1,-2.3;558.4,0;9,1;0,-1;1172.64,1;0,1;8,1;0,30;9,0;0;0.5,0:05,-,0,3,5,8,0,0,5,1|1,-,-,-,0,SC11-C,B02,-,RDP02|NONE,-|-,20;L1|-,-|-,-|-,-|-,L2|-,Food:2|-,-,1,Hunger,Room:0:0.1;Food:0:-2|-
B01,Bangun tidur,-1,0,0,1,0;1,-0.9;0,0;0,1;0,-0.9;0,1;0,1;0,1;0,30;0,0;0;0.5,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RTA02|NONE,R1|-,20;L1|-,-|-,-|-,Bed|-,L2;E2|-,-|-,-,0,0,Room:0:0.1|-
B02,Makan,-1,0,0,1,0;1,-1.5;0,0;0,1;0,-1.5;0,1;0,1;0,1.75;0,22.5;0,0;0;0.5,0:15,-,0,0,0,0,0,0,0,1|1,A119,-,-,0,-,-,-,RMK01|RKG01,-|-,20;L1|20;L1,-|-,-|29,Chair|Sofa,L2|L2,-|-,-,1,Hunger,Room:0:0.1;DirtyUtensil:0:1|Room:0:0.1;DirtyUtensil:0:1
B03,Minum,-1,0,0,1,0;1,-1;0,0;0,1;0,-1;0,1;0,1;0,1;0,30;0,0;0;0.5,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RDP02|NONE,-|-,20;L1|-,-|-,-|-,-|-,L2|-,DrinkWater:0|-,-,1,Thirst,Room:0:0.1;DrinkWater:10:20;DirtyUtensil:0:1|-
B04,Tidur,-1,0,0,1,0;1,-0.9;0,0;0,1;0,-0.9;0,1;0,1;0,1;0,30;0,0;0;0.5,-,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RTA02|NONE,R1|-,20;L1|-,-|-,26|-,Bed|-,L2;E2|-,-|-,-,1,Sleepy,Room:0:0.1;TV01:1:0.19|-
B05,BAK,-1,0,0,1,0;1,-1;0,0.2;0,1;0,-1;0,1;0,1;0,1;0,30;0,0;0;0.5,0:05,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM01|RKM02,CC|CC,20;L1|20;L1,0|0,-|-,Closet|Closet,L2;D2|L2;D2,Water:3|Water:3,-,1,Urinate,Room:0:0.1;Water:0:-3;Water:11:-0.066|Room:0:0.1;Water:0:-3;Water:11:-0.066
B06,BAB,-1,0,0,1,0;1,-1;0,0.2;0,1;0,-1;0,1;0,1;0,1;0,30;0,0;0;0.5,0:10,-,0,0,0,0,0,0,0,1|1,-,-,-,0,-,-,-,RKM01|RKM02,CC|CC,20;L1|20;L1,0|0,-|-,Closet|Closet,L2;D2|L2;D2,Water:4.5|Water:4.5,-,1,Defecate,Room:0:0.1;Water:0:-4.5;Water:11:-0.066|Room:0:0.1;Water:0:-4.5;Water:11:-0.066
B07,Mandi,-1,0,0,1,0;1,-1.5;0,0;0,1;0,-2;0,1;0,1;0,1.75;0,22.5;0,0;0;0.5,0:15,-,0,0,0,0,0,0,0,1|1,-,-,-,0,SC09-M,A75,-,RKM01|RKM02,CC|CC,20;L1|20;L1,0|0,-|-,Shower|Shower,L2;D2|L2;D2,Gas:0;Water:0|Gas:0;Water:0,-,1,Dirty,Room:0:0.1;Water:11:-0.017;Gas:11:-0.04|Room:0:0.1;Water:11:-0.018;Gas:11:-0.04
